Index,Exec_time,stride,inner_cycle,out_cycle,hit_num,miss_num
1,17584111,1024,979,100,159584,150236
2,17598392,1024,979,100,162786,276064
3,16592977,1024,979,100,146414,1880
4,16612606,1024,979,100,155967,269408
5,17590816,1024,979,100,139469,8280
6,17589191,1024,979,100,162925,269408
7,17593031,1024,979,100,162257,276704
8,16623375,1024,979,100,153516,155404
9,17594950,1024,979,100,162159,270560
10,17589360,1024,979,100,144331,274729
11,17596263,1024,979,100,147902,277600
12,16608927,1024,979,100,136074,276192
13,17596365,1024,979,100,139702,276064
14,16629255,1024,979,100,153206,1496
15,15636422,1024,979,100,143839,269152
16,17598405,1024,979,100,142202,276192
17,17586924,1024,979,100,140338,275936
18,17587446,1024,979,100,164483,276832
19,15603325,1024,979,100,144455,269792
20,17599475,1024,979,100,153436,279721
21,17589241,1024,979,100,157791,271328
22,16612984,1024,979,100,153366,269152
23,17592441,1024,979,100,163962,269152
24,17591659,1024,979,100,154353,275552
25,17596048,1024,979,100,165022,269536
26,17586292,1024,979,100,163573,277816
27,17594048,1024,979,100,163997,9113
28,16614004,1024,979,100,145933,279849
29,16613479,1024,979,100,139136,275241
30,16633288,1024,979,100,157304,9121
31,17586686,1024,979,100,155894,10672
32,16609275,1024,979,100,142152,11056
33,16614905,1024,979,100,169393,276664
34,14618286,1024,979,100,158933,271544
35,16606852,1024,979,100,154506,270176
36,15634610,1024,979,100,138465,276448
37,17598324,1024,979,100,165956,269024
38,16601568,1024,979,100,153131,1456
39,16604441,1024,979,100,156537,280993
40,16630636,1024,979,100,162361,269792
41,15644911,1024,979,100,121396,275936
42,16588678,1024,979,100,143454,276960
43,16610416,1024,979,100,133555,276576
44,15630265,1024,979,100,144138,1240
45,17628512,1024,979,100,142969,8280
46,16629687,1024,979,100,155097,276576
47,17624580,1024,979,100,142639,8792
48,16636685,1024,979,100,156973,14424
49,17593798,1024,979,100,162785,278496
50,16602641,1024,979,100,155269,277600
51,16633226,1024,979,100,150278,2008
52,17598833,1024,979,100,161701,276192
53,17599353,1024,979,100,158651,1880
54,17591447,1024,979,100,155315,7896
55,16612518,1024,979,100,141477,276704
56,16608414,1024,979,100,156342,269152
57,17585316,1024,979,100,162424,276960
58,16602413,1024,979,100,145850,276576
59,16645767,1024,979,100,137140,275936
60,17590515,1024,979,100,140876,276192
61,17596973,1024,979,100,166851,280544
62,16610403,1024,979,100,145028,277344
63,15612040,1024,979,100,130253,7256
64,16628932,1024,979,100,136476,8920
65,16612457,1024,979,100,154311,272212
66,17589590,1024,979,100,140716,275936
67,16603228,1024,979,100,139874,275552
68,16608453,1024,979,100,137191,276320
69,17589752,1024,979,100,163103,277216
70,17599917,1024,979,100,143161,276960
71,17599160,1024,979,100,164768,8920
72,17592124,1024,979,100,145609,276704
73,16629087,1024,979,100,143429,275168
74,16615851,1024,979,100,152376,276320
75,17597871,1024,979,100,146551,276192
76,15616150,1024,979,100,123531,276192
77,17605439,1024,979,100,162573,277984
78,17586261,1024,979,100,160581,281125
79,17602803,1024,979,100,171579,276448
80,17595452,1024,979,100,146634,9816
81,16612170,1024,979,100,138419,277672
82,17597881,1024,979,100,160786,8792
83,15634775,1024,979,100,131982,8152
84,17591320,1024,979,100,144753,276576
85,16614553,1024,979,100,153518,1240
86,16608778,1024,979,100,144101,280817
87,17587074,1024,979,100,144885,6897
88,16646752,1024,979,100,134935,8369
89,17590661,1024,979,100,161101,22601
90,17592378,1024,979,100,154877,280177
91,17590513,1024,979,100,167244,14384
92,16594827,1024,979,100,133556,274745
93,16595879,1024,979,100,136666,279681
94,17587280,1024,979,100,149787,278575
95,15633771,1024,979,100,169980,271288
96,16610556,1024,979,100,149343,270816
97,16593374,1024,979,100,175236,2352
98,16579484,1024,979,100,154818,270304
99,17591260,1024,979,100,163456,276704
100,17589122,1024,979,100,143444,276832
101,17592082,1024,979,100,140240,275808
102,16593237,1024,979,100,149990,269152
103,17595146,1024,979,100,158973,276320
104,15617087,1024,979,100,125723,236384
105,15612773,1024,979,100,141558,275936
106,16617733,1024,979,100,147523,276960
107,17599385,1024,979,100,164262,276704
108,17591804,1024,979,100,165397,271072
109,17586257,1024,979,100,156880,7768
110,17593774,1024,979,100,154367,275296
111,17592028,1024,979,100,145423,276320
112,16621700,1024,979,100,151832,9048
113,17621642,1024,979,100,142708,276372
114,16618461,1024,979,100,153858,269152
115,17589768,1024,979,100,167187,9377
116,16603458,1024,979,100,130763,275497
117,17591428,1024,979,100,147211,230372
118,17587845,1024,979,100,166673,282401
119,15618114,1024,979,100,127413,278496
120,16603739,1024,979,100,151322,269536
121,16628700,1024,979,100,140491,276448
122,17598180,1024,979,100,157067,277856
123,17595060,1024,979,100,147363,10072
124,17598452,1024,979,100,161004,276005
125,17592509,1024,979,100,171015,276320
126,17600015,1024,979,100,173191,271200
127,16595514,1024,979,100,154844,269792
128,17593156,1024,979,100,162172,277088
129,17591710,1024,979,100,162172,10456
130,17587344,1024,979,100,161125,282017
131,16606212,1024,979,100,160707,276576
132,16617784,1024,979,100,172719,270560
133,17596993,1024,979,100,177128,12748
134,17599273,1024,979,100,164399,269280
135,17598348,1024,979,100,147772,276192
136,16604059,1024,979,100,137243,275680
137,15612583,1024,979,100,126278,276704
138,16628631,1024,979,100,131568,8024
139,16603594,1024,979,100,156980,14040
140,16612242,1024,979,100,135449,277728
141,15623065,1024,979,100,134961,277344
142,17589357,1024,979,100,170175,276192
143,16589131,1024,979,100,152736,277088
144,17588698,1024,979,100,148657,8280
145,16608646,1024,979,100,155682,269152
146,17591018,1024,979,100,164205,270560
147,17591957,1024,979,100,145869,275936
148,17596997,1024,979,100,165969,270304
149,17587131,1024,979,100,166398,270688
150,17600640,1024,979,100,163538,270432
151,17584040,1024,979,100,147484,276320
152,17600180,1024,979,100,145257,276576
153,16603477,1024,979,100,155329,269536
154,17591304,1024,979,100,154484,270560
155,15618304,1024,979,100,146999,269024
156,15612617,1024,979,100,146849,271456
157,17597113,1024,979,100,168687,281761
158,16629491,1024,979,100,156066,276320
159,17595690,1024,979,100,150628,276064
160,15623306,1024,979,100,145107,269536
161,17597735,1024,979,100,139492,276448
162,16617597,1024,979,100,130918,276704
163,16617987,1024,979,100,132882,277216
164,16591771,1024,979,100,138047,175948
165,14626485,1024,979,100,116818,276320
166,17598829,1024,979,100,163046,271200
167,17590809,1024,979,100,166116,169372
168,16616685,1024,979,100,154680,276960
169,16612227,1024,979,100,145348,274656
170,17598850,1024,979,100,169103,1496
171,15612491,1024,979,100,123265,276448
172,16615883,1024,979,100,155952,1240
173,16588062,1024,979,100,137564,275808
174,17595394,1024,979,100,165547,270432
175,16638405,1024,979,100,151950,276320
176,17597967,1024,979,100,150686,280493
177,16603944,1024,979,100,153863,290634
178,17590003,1024,979,100,166574,282017
179,15635605,1024,979,100,145200,277289
180,16600096,1024,979,100,154944,277289
181,17614573,1024,979,100,166315,275877
182,17590476,1024,979,100,142885,281165
183,15612327,1024,979,100,126935,277856
184,17599346,1024,979,100,162394,1624
185,17598186,1024,979,100,143845,276064
