Index,Exec_time,stride,inner_cycle,out_cycle,hit_num,miss_num
1,7825573,1024,776,100,55020,1549
2,7840748,1024,776,100,75416,1165
3,7853831,1024,776,100,74248,781
4,7848564,1024,776,100,57491,7821
5,7828963,1024,776,100,56763,1037
6,7828386,1024,776,100,56463,1037
7,7840677,1024,776,100,56367,276245
8,7831706,1024,776,100,53476,2701
9,7829529,1024,776,100,55775,7821
10,7831596,1024,776,100,85121,72177
11,7853995,1024,776,100,61257,276245
12,7844706,1024,776,100,77628,1677
13,7842888,1024,776,100,55150,8333
14,7836199,1024,776,100,74997,161777
15,7856072,1024,776,100,55747,275605
16,7836586,1024,776,100,76432,47709
17,7852725,1024,776,100,75065,781
18,7828838,1024,776,100,74973,268693
19,7847769,1024,776,100,60316,276245
20,7836344,1024,776,100,72451,781
21,7837625,1024,776,100,74208,268693
22,7836392,1024,776,100,70061,7830
23,7841139,1024,776,100,55968,8717
24,7838396,1024,776,100,53748,2061
25,7842334,1024,776,100,103812,274069
26,7834238,1024,776,100,65751,7053
27,7841742,1024,776,100,76662,268693
28,7831385,1024,776,100,55641,1037
29,7830946,1024,776,100,56152,2061
30,7848373,1024,776,100,76415,268693
31,7843612,1024,776,100,55118,275733
32,7853415,1024,776,100,62763,6629
33,7844174,1024,776,100,55954,8077
34,7837712,1024,776,100,68079,274709
35,7853367,1024,776,100,64204,781
36,7834077,1024,776,100,56169,277086
37,7831187,1024,776,100,56971,1253
38,7833515,1024,776,100,54985,5149
39,7826337,1024,776,100,75947,781
40,7844472,1024,776,100,64425,8589
41,7837847,1024,776,100,71694,269717
42,7852180,1024,776,100,74881,781
43,7837535,1024,776,100,54706,270613
44,7843806,1024,776,100,95876,269845
45,7829180,1024,776,100,57957,909
46,7826459,1024,776,100,56306,8077
47,7842644,1024,776,100,68875,270942
48,7830375,1024,776,100,60852,8845
49,7839973,1024,776,100,61697,275605
50,7847429,1024,776,100,56224,8845
51,7833758,1024,776,100,54979,8077
52,7834693,1024,776,100,78352,269205
53,7833307,1024,776,100,55737,1037
54,7837985,1024,776,100,55173,127497
55,7838296,1024,776,100,63223,781
56,7842473,1024,776,100,55940,3085
57,7828043,1024,776,100,59783,142353
58,7842210,1024,776,100,53659,275861
59,7843656,1024,776,100,56715,8333
60,7836230,1024,776,100,74862,781
61,7845131,1024,776,100,64005,275821
62,7833920,1024,776,100,55146,7821
63,7848290,1024,776,100,53778,8717
64,7845386,1024,776,100,55965,268693
65,7831323,1024,776,100,56192,1037
66,7843230,1024,776,100,55901,7181
67,7847069,1024,776,100,68502,781
68,7827836,1024,776,100,60126,1421
69,7849258,1024,776,100,56258,1037
70,7827699,1024,776,100,55010,5261
71,7854442,1024,776,100,67203,268693
72,7821433,1024,776,100,72495,1677
73,7830268,1024,776,100,61588,8973
74,7842644,1024,776,100,73755,781
75,7831656,1024,776,100,65368,275093
76,7837050,1024,776,100,55785,1671
77,7842944,1024,776,100,60465,8333
78,7831300,1024,776,100,64829,781
79,7859220,1024,776,100,76973,781
80,7837391,1024,776,100,57207,1293
81,7852686,1024,776,100,58330,111549
82,7832700,1024,776,100,76139,268693
83,7837947,1024,776,100,63483,781
84,7825005,1024,776,100,74769,781
