Index,Exec_time,stride,inner_cycle,out_cycle,hit_num,miss_num
1,2551404,1024,576,100,17242,581
2,2551364,1024,576,100,10064,581
3,2551330,1024,576,100,29010,269005
4,2551922,1024,576,100,30190,5957
5,2550607,1024,576,100,34515,4037
6,2551774,1024,576,100,10222,1053
7,2550974,1024,576,100,20238,581
8,2551319,1024,576,100,19918,1861
9,2551930,1024,576,100,10167,1093
10,2550829,1024,576,100,9832,268493
11,2551800,1024,576,100,10164,774
12,2557487,1024,576,100,34487,272461
13,2551943,1024,576,100,10177,581
14,2551424,1024,576,100,28325,9413
15,2552860,1024,576,100,9995,581
16,2551737,1024,576,100,10237,1093
17,2551385,1024,576,100,11925,3781
18,2551185,1024,576,100,10297,1605
19,2551542,1024,576,100,10069,837
20,2550976,1024,576,100,9683,2117
21,2551651,1024,576,100,10084,581
22,2550295,1024,576,100,35036,5061
23,2551991,1024,576,100,12563,581
24,2551479,1024,576,100,21062,581
25,2551791,1024,576,100,26684,9029
26,2551461,1024,576,100,20155,581
27,2551997,1024,576,100,9783,269389
28,2551250,1024,576,100,9287,581
29,2551443,1024,576,100,9868,1093
30,2550881,1024,576,100,9786,1221
31,2551880,1024,576,100,9704,709
32,2552217,1024,576,100,11312,581
33,2551820,1024,576,100,20688,581
34,2557616,1024,576,100,9366,269261
35,2551170,1024,576,100,9801,581
36,2550674,1024,576,100,10549,268493
37,2551806,1024,576,100,9923,268493
38,2552458,1024,576,100,9284,1093
39,2552452,1024,576,100,20789,2885
40,2554831,1024,576,100,9676,269773
41,2551823,1024,576,100,10225,797
42,2552079,1024,576,100,13541,273229
43,2552460,1024,576,100,10154,3637
44,2552006,1024,576,100,9281,797
45,2551062,1024,576,100,10279,269645
46,2551031,1024,576,100,30543,2629
47,2551161,1024,576,100,20449,1093
48,2551134,1024,576,100,9699,581
49,2551926,1024,576,100,9694,581
50,2551728,1024,576,100,9382,837
51,2551442,1024,576,100,10348,581
52,2551034,1024,576,100,10165,837
53,2550272,1024,576,100,9991,581
54,2551416,1024,576,100,9366,837
55,2551051,1024,576,100,9785,965
56,2551961,1024,576,100,10168,709
57,2551283,1024,576,100,10256,194601
58,2552263,1024,576,100,15970,7365
59,2551020,1024,576,100,10163,1221
60,2551191,1024,576,100,17341,581
61,2550636,1024,576,100,15409,581
62,2551308,1024,576,100,10064,1477
63,2551700,1024,576,100,17573,7237
64,2550900,1024,576,100,10162,1093
65,2552005,1024,576,100,10175,837
66,2551135,1024,576,100,21940,581
67,2551170,1024,576,100,10295,581
68,2551840,1024,576,100,9280,1550
69,2551544,1024,576,100,10019,1221
70,2551847,1024,576,100,21049,7365
71,2551259,1024,576,100,10174,581
72,2551173,1024,576,100,10172,581
73,2550749,1024,576,100,10167,581
74,2551286,1024,576,100,10169,837
75,2550837,1024,576,100,10425,7493
76,2551894,1024,576,100,34201,4677
77,2552021,1024,576,100,18871,6981
78,2551975,1024,576,100,17703,581
79,2551530,1024,576,100,9699,2077
80,2551549,1024,576,100,9696,581
81,2552005,1024,576,100,9781,581
82,2551897,1024,576,100,9694,965
83,2550024,1024,576,100,10191,581
84,2551374,1024,576,100,14699,7621
