Index,Exec_time,addr,GPU_addr
1,1824.389282,0x7fa1b0000000,0x7fa0ae000000
2,1827.233887,0x7f646e000000,0x7f636c000000
3,1839.316528,0x7f0300000000,0x7f01f8000000
4,1833.304321,0x7f086e000000,0x7f0766000000
5,1831.999146,0x7fccc0000000,0x7fcbb8000000
6,1827.007324,0x7f1d20000000,0x7f1c1e000000
7,1826.785645,0x7fe5f2000000,0x7fe4ea000000
8,1821.449097,0x7f9e98000000,0x7f9d96000000
9,1831.007446,0x7f9a4c000000,0x7f994a000000
10,1844.895996,0x7feb00000000,0x7fe9fe000000
11,1847.840942,0x7f0b98000000,0x7f0a96000000
12,1832.626709,0x7ffa2e000000,0x7ff92c000000
13,1843.891602,0x7f902e000000,0x7f8f26000000
14,1837.688599,0x7f0f6e000000,0x7f0e6c000000
15,1845.169556,0x7f3172000000,0x7f3070000000
16,1849.412720,0x7fa11e000000,0x7fa01c000000
17,1842.499146,0x7f528e000000,0x7f5186000000
18,1831.950562,0x7fa2d0000000,0x7fa1ce000000
19,1836.590454,0x7f8bbe000000,0x7f8ab6000000
20,1827.582275,0x7f12c0000000,0x7f11b8000000
21,1844.191772,0x7f70b0000000,0x7f6fae000000
22,1835.417480,0x7f6362000000,0x7f625a000000
23,1830.210571,0x7f6b32000000,0x7f6a2a000000
24,1834.127319,0x7f0b2e000000,0x7f0a26000000
25,1834.229858,0x7fb72a000000,0x7fb628000000
26,1835.665527,0x7f46e0000000,0x7f45de000000
27,1832.408936,0x7ff6b8000000,0x7ff5b6000000
28,1832.630615,0x7fa930000000,0x7fa828000000
29,1832.462769,0x7f29b6000000,0x7f28ae000000
30,1834.937134,0x7f82c8000000,0x7f81c0000000
31,1833.737305,0x7f6e2e000000,0x7f6d26000000
32,1842.456055,0x7f27f0000000,0x7f26e8000000
33,1832.494751,0x7f846e000000,0x7f8366000000
34,1831.519531,0x7f2cb0000000,0x7f2bae000000
35,1847.535645,0x7f450c000000,0x7f440a000000
36,1839.525513,0x7fcf6e000000,0x7fce6c000000
37,1829.511963,0x7f23a0000000,0x7f229e000000
38,1830.763184,0x7fbd1e000000,0x7fbc1c000000
39,1833.546997,0x7fd78e000000,0x7fd68c000000
40,1832.739624,0x7ff348000000,0x7ff240000000
41,1832.860962,0x7fb890000000,0x7fb78e000000
42,1837.757812,0x7efd7e000000,0x7efc76000000
43,1841.618530,0x7f3328000000,0x7f3220000000
44,1836.269897,0x7ff1d8000000,0x7ff0d6000000
45,1840.452515,0x7f8708000000,0x7f8600000000
46,1835.713013,0x7f856e000000,0x7f8466000000
47,1838.043579,0x7f7572000000,0x7f746a000000
48,1837.501099,0x7f330e000000,0x7f320c000000
49,1836.820679,0x7f149e000000,0x7f1396000000
50,1837.632080,0x7f77d0000000,0x7f76c8000000
51,1838.925415,0x7f5178000000,0x7f5070000000
52,1838.077148,0x7f0ada000000,0x7f09d8000000
53,1833.300537,0x7fd2b8000000,0x7fd1b6000000
54,1833.745239,0x7f5fa8000000,0x7f5ea6000000
55,1838.334961,0x7f55fc000000,0x7f54fa000000
56,1835.148315,0x7f3798000000,0x7f3696000000
57,1835.533325,0x7fae62000000,0x7fad5a000000
58,1834.241943,0x7f95fe000000,0x7f94f6000000
59,1835.131714,0x7fc038000000,0x7fbf36000000
60,1837.957275,0x7f67be000000,0x7f66bc000000
61,1838.526245,0x7fd316000000,0x7fd214000000
62,1835.735962,0x7f665e000000,0x7f655c000000
63,1837.841064,0x7f6068000000,0x7f5f60000000
64,1834.079956,0x7f75c0000000,0x7f74b8000000
65,1838.804443,0x7f2f9c000000,0x7f2e9a000000
66,1833.190552,0x7f843a000000,0x7f8332000000
67,1833.815552,0x7f9eae000000,0x7f9dac000000
68,1838.081299,0x7fb442000000,0x7fb33a000000
69,1833.454956,0x7f872e000000,0x7f8626000000
70,1841.151489,0x7ff47e000000,0x7ff376000000
71,1835.673462,0x7f7b72000000,0x7f7a70000000
72,1839.498901,0x7f1212000000,0x7f1110000000
73,1834.424561,0x7f0e70000000,0x7f0d6e000000
74,1837.546143,0x7f11b2000000,0x7f10b0000000
75,1835.622314,0x7f8cae000000,0x7f8ba6000000
76,1835.050781,0x7f9ce0000000,0x7f9bde000000
77,1836.010620,0x7f2b3e000000,0x7f2a36000000
78,1839.287354,0x7f913e000000,0x7f9036000000
79,1836.011841,0x7f907e000000,0x7f8f76000000
80,1834.176270,0x7f41f2000000,0x7f40f0000000
81,1835.199097,0x7ff768000000,0x7ff660000000
82,1835.372437,0x7fcaa8000000,0x7fc9a6000000
