Index,Exec_time,addr,GPU_addr
1,5091.677246,0x7f3d72000000,0x7f3d2a000000
2,5092.004883,0x7f53c8000000,0x7f5386000000
3,5088.238770,0x7f3b42000000,0x7f3b00000000
4,5088.236816,0x7fe46e000000,0x7fe426000000
5,5090.029785,0x7f1252000000,0x7f1210000000
6,5089.727539,0x7fa080000000,0x7fa03e000000
7,5092.052246,0x7fc46e000000,0x7fc42c000000
8,5089.105957,0x7f1742000000,0x7f16fa000000
9,5087.789062,0x7fa20e000000,0x7fa1cc000000
10,5089.509766,0x7f497e000000,0x7f4936000000
11,5089.827637,0x7f528e000000,0x7f5246000000
12,5091.373047,0x7f2820000000,0x7f27de000000
13,5092.156738,0x7f29f8000000,0x7f29b0000000
14,5092.950195,0x7ff480000000,0x7ff438000000
15,5089.501953,0x7f3562000000,0x7f3522000000
16,5092.200684,0x7fd5e2000000,0x7fd59a000000
17,5092.289551,0x7f0b38000000,0x7f0af6000000
18,5087.323730,0x7f0962000000,0x7f091a000000
19,5094.437012,0x7f66f2000000,0x7f66b0000000
20,5093.120605,0x7fc4d0000000,0x7fc488000000
21,5087.289062,0x7f44a0000000,0x7f4458000000
22,5092.246582,0x7f18cc000000,0x7f188a000000
23,5095.869141,0x7fafae000000,0x7faf66000000
24,5108.844238,0x7ff260000000,0x7ff218000000
25,5086.044434,0x7fadb8000000,0x7fad70000000
26,5081.905762,0x7f582c000000,0x7f57e4000000
27,5085.981445,0x7f0928000000,0x7f08e6000000
28,5086.041504,0x7f4b22000000,0x7f4ae0000000
29,5088.186523,0x7f764e000000,0x7f7606000000
30,5086.372559,0x7ff4d0000000,0x7ff488000000
31,5089.160645,0x7f1120000000,0x7f10d8000000
32,5084.939941,0x7f56ee000000,0x7f56ac000000
33,5084.788574,0x7f33a2000000,0x7f3362000000
34,5088.958496,0x7f16d2000000,0x7f1690000000
35,5083.775879,0x7fb1e0000000,0x7fb198000000
36,5085.972168,0x7fb690000000,0x7fb648000000
