Index,Exec_time,addr,GPU_addr
1,10954.573242,0x7f37c2000000,0x7f36ba000000
2,10959.725586,0x7f0d90000000,0x7f0c8e000000
3,10952.821289,0x7ff00e000000,0x7fef06000000
4,10964.398438,0x7f430e000000,0x7f420c000000
5,10983.860352,0x7f2c3e000000,0x7f2b36000000
6,10998.076172,0x7f2750000000,0x7f2648000000
7,10982.523438,0x7f93de000000,0x7f92dc000000
8,10992.593750,0x7f3ec8000000,0x7f3dc0000000
9,11002.009766,0x7f47e2000000,0x7f46da000000
10,11001.775391,0x7f5102000000,0x7f4ffa000000
11,10994.995117,0x7fae1e000000,0x7fad1c000000
12,10978.917969,0x7efb72000000,0x7efa70000000
13,10977.666992,0x7fc1e2000000,0x7fc0e0000000
14,10983.897461,0x7f93e0000000,0x7f92d8000000
15,11001.356445,0x7f326e000000,0x7f316c000000
16,10976.549805,0x7fb3be000000,0x7fb2bc000000
17,10983.019531,0x7f0658000000,0x7f0556000000
18,11030.744141,0x7f1b12000000,0x7f1a0a000000
19,11025.035156,0x7fe7b2000000,0x7fe6b0000000
20,11023.931641,0x7fc28e000000,0x7fc18c000000
21,11014.277344,0x7f85f8000000,0x7f84f0000000
22,11011.818359,0x7f14f8000000,0x7f13f0000000
23,11032.655273,0x7eff50000000,0x7efe48000000
24,11025.095703,0x7fe6a8000000,0x7fe5a6000000
25,11012.171875,0x7f078c000000,0x7f068a000000
26,11007.503906,0x7fd0ce000000,0x7fcfc6000000
27,11006.925781,0x7f09ee000000,0x7f08ec000000
28,11026.934570,0x7f1612000000,0x7f150a000000
29,11001.398438,0x7f8170000000,0x7f8068000000
30,11011.348633,0x7f2862000000,0x7f2760000000
31,11008.845703,0x7f5598000000,0x7f5490000000
32,11026.265625,0x7f1360000000,0x7f1258000000
33,10989.637695,0x7fd458000000,0x7fd350000000
34,11003.106445,0x7f1dec000000,0x7f1cea000000
35,11013.230469,0x7f2ec0000000,0x7f2dbe000000
36,11007.445312,0x7ffa5e000000,0x7ff95c000000
37,11013.003906,0x7f6142000000,0x7f603a000000
38,11011.476562,0x7f3152000000,0x7f304a000000
39,11009.758789,0x7fe530000000,0x7fe42e000000
40,11022.318359,0x7fd04e000000,0x7fcf4c000000
41,11016.759766,0x7f9d40000000,0x7f9c3e000000
42,11003.264648,0x7f8c92000000,0x7f8b8a000000
43,11026.071289,0x7f2e8e000000,0x7f2d86000000
44,11003.011719,0x7f537e000000,0x7f527c000000
45,11001.665039,0x7f6908000000,0x7f6806000000
46,11011.013672,0x7fa428000000,0x7fa320000000
47,10998.933594,0x7f7492000000,0x7f738a000000
48,11029.160156,0x7efd90000000,0x7efc88000000
49,11026.727539,0x7f5db2000000,0x7f5cb0000000
50,11027.500977,0x7f18be000000,0x7f17b6000000
51,11026.337891,0x7fbc9e000000,0x7fbb9c000000
52,11005.659180,0x7fcec2000000,0x7fcdc0000000
53,11015.302734,0x7f90ee000000,0x7f8fec000000
54,11007.591797,0x7fb938000000,0x7fb830000000
55,11007.202148,0x7f5a48000000,0x7f5940000000
56,11022.197266,0x7f69a0000000,0x7f689e000000
57,11033.649414,0x7ff66e000000,0x7ff56c000000
58,11007.291992,0x7f8ac8000000,0x7f89c6000000
59,11009.630859,0x7fabce000000,0x7faacc000000
60,11005.219727,0x7f3902000000,0x7f3800000000
61,11019.282227,0x7feb62000000,0x7fea5a000000
62,11013.921875,0x7fcbb0000000,0x7fcaae000000
63,11011.297852,0x7f6338000000,0x7f6230000000
64,11011.653320,0x7f0992000000,0x7f0890000000
65,11003.350586,0x7f17f2000000,0x7f16f0000000
66,11006.821289,0x7fcb8e000000,0x7fca86000000
67,11009.475586,0x7f2668000000,0x7f2566000000
68,11014.819336,0x7fe3d0000000,0x7fe2ce000000
69,11009.138672,0x7f9c30000000,0x7f9b2e000000
70,11009.072266,0x7fe780000000,0x7fe678000000
71,11010.177734,0x7f88da000000,0x7f87d8000000
72,11010.609375,0x7f721e000000,0x7f711c000000
73,11012.509766,0x7fb198000000,0x7fb096000000
74,11023.945312,0x7fdcf0000000,0x7fdbee000000
75,11003.816406,0x7f91aa000000,0x7f90a2000000
76,10997.455078,0x7f1212000000,0x7f1110000000
77,11017.206055,0x7ff9a8000000,0x7ff8a0000000
78,11008.848633,0x7fa5a2000000,0x7fa4a0000000
79,11012.313477,0x7ff358000000,0x7ff256000000
80,11028.100586,0x7f4638000000,0x7f4536000000
81,11012.079102,0x7f0772000000,0x7f0670000000
82,11015.109375,0x7f2472000000,0x7f2370000000
83,11016.102539,0x7fe6b2000000,0x7fe5aa000000
84,10986.605469,0x7f2b4a000000,0x7f2a42000000
85,11006.245117,0x7fcd58000000,0x7fcc50000000
86,11019.701172,0x7f55c8000000,0x7f54c6000000
87,11002.280273,0x7ffa10000000,0x7ff90e000000
88,10999.324219,0x7f6fd2000000,0x7f6eca000000
89,11008.536133,0x7fcda6000000,0x7fcca4000000
90,11005.908203,0x7f9358000000,0x7f9250000000
91,11008.994141,0x7f9c5e000000,0x7f9b56000000
92,11020.891602,0x7ff9ce000000,0x7ff8c6000000
93,11008.273438,0x7fde9e000000,0x7fdd9c000000
94,11018.422852,0x7fc2ac000000,0x7fc1a4000000
95,11019.209961,0x7f306e000000,0x7f2f6c000000
96,10996.213867,0x7fbe9e000000,0x7fbd9c000000
97,10994.359375,0x7fbd60000000,0x7fbc58000000
98,11008.917969,0x7f55f0000000,0x7f54e8000000
99,11010.053711,0x7f74a8000000,0x7f73a6000000
100,10995.685547,0x7f1f38000000,0x7f1e36000000
101,11019.566406,0x7f46ae000000,0x7f45a6000000
102,11006.721680,0x7f52d0000000,0x7f51ce000000
103,11032.227539,0x7f2172000000,0x7f206a000000
104,11025.629883,0x7fb4d8000000,0x7fb3d6000000
105,11007.922852,0x7f2e48000000,0x7f2d40000000
106,11016.494141,0x7ff08e000000,0x7fef8c000000
107,11022.396484,0x7efb40000000,0x7efa3e000000
108,11009.181641,0x7f0d82000000,0x7f0c7a000000
109,10998.905273,0x7fde2e000000,0x7fdd2c000000
110,11004.785156,0x7fdd18000000,0x7fdc10000000
111,11010.055664,0x7fe500000000,0x7fe3f8000000
112,11013.944336,0x7ff232000000,0x7ff130000000
113,11019.514648,0x7ff6ee000000,0x7ff5e6000000
114,11011.662109,0x7f4442000000,0x7f4340000000
115,11009.610352,0x7f3c50000000,0x7f3b48000000
116,11022.221680,0x7f6af0000000,0x7f69e8000000
117,11011.932617,0x7fcb88000000,0x7fca80000000
118,11028.150391,0x7f7702000000,0x7f7600000000
119,11007.130859,0x7f668c000000,0x7f658a000000
120,11017.776367,0x7f55ba000000,0x7f54b2000000
121,11007.141602,0x7f6a50000000,0x7f694e000000
122,11020.032227,0x7ff790000000,0x7ff688000000
123,10998.943359,0x7f1f18000000,0x7f1e16000000
124,10992.714844,0x7f05ac000000,0x7f04a4000000
125,11010.366211,0x7fdb30000000,0x7fda28000000
126,11027.055664,0x7efc52000000,0x7efb4a000000
127,11009.296875,0x7f04d2000000,0x7f03ca000000
128,10999.325195,0x7fbb3e000000,0x7fba3c000000
129,11026.789062,0x7f5282000000,0x7f5180000000
130,11023.789062,0x7f819e000000,0x7f809c000000
131,11002.119141,0x7f7262000000,0x7f7160000000
132,11017.757812,0x7f0a82000000,0x7f097a000000
133,11024.331055,0x7ff520000000,0x7ff41e000000
134,11009.916992,0x7f7bde000000,0x7f7adc000000
135,11021.764648,0x7f5272000000,0x7f516a000000
136,11020.745117,0x7f81b0000000,0x7f80ae000000
137,11010.282227,0x7f98f8000000,0x7f97f6000000
138,11011.965820,0x7f7b40000000,0x7f7a38000000
139,11007.310547,0x7f63c8000000,0x7f62c0000000
140,11001.795898,0x7f4352000000,0x7f424a000000
141,11031.754883,0x7f7162000000,0x7f705a000000
142,11009.809570,0x7f01ee000000,0x7f00ec000000
143,11024.843750,0x7fb118000000,0x7fb016000000
144,11004.103516,0x7ffaba000000,0x7ff9b8000000
145,11008.006836,0x7f5150000000,0x7f5048000000
146,11034.801758,0x7f731e000000,0x7f721c000000
147,11027.305664,0x7fe4b0000000,0x7fe3ae000000
148,11003.727539,0x7fcc72000000,0x7fcb6a000000
149,11009.587891,0x7f7f4e000000,0x7f7e46000000
150,11025.487305,0x7f614a000000,0x7f6048000000
151,11020.723633,0x7efda8000000,0x7efca6000000
152,11003.790039,0x7fe260000000,0x7fe158000000
153,11006.911133,0x7fa012000000,0x7f9f0a000000
154,11007.958008,0x7f290e000000,0x7f2806000000
