Index,Exec_time,addr,GPU_addr
1,83.103996,0x7f2d88000000,0x7f2c80000000
2,80.223999,0x7fa77e000000,0x7fa67c000000
3,86.592003,0x7f78fe000000,0x7f77fc000000
4,78.368004,0x7f3352000000,0x7f3252000000
5,80.031998,0x7fd3ce000000,0x7fd2cc000000
6,74.271996,0x7f36f2000000,0x7f35f0000000
7,79.328003,0x7f5420000000,0x7f531e000000
8,76.895996,0x7fab52000000,0x7faa50000000
9,77.344002,0x7ff782000000,0x7ff67a000000
10,75.935997,0x7f90e0000000,0x7f8fd8000000
11,78.783997,0x7f68fe000000,0x7f67fc000000
12,72.991997,0x7f46de000000,0x7f45dc000000
13,75.616005,0x7ff06e000000,0x7fef66000000
14,74.335999,0x7fced0000000,0x7fcdc8000000
15,80.223999,0x7fa9a8000000,0x7fa8a6000000
16,76.063995,0x7f2262000000,0x7f215a000000
17,73.695999,0x7fbe6e000000,0x7fbd6c000000
18,72.543999,0x7f5c72000000,0x7f5b6a000000
19,77.152000,0x7fa982000000,0x7fa882000000
20,72.864006,0x7fb472000000,0x7fb36a000000
21,72.864006,0x7f6d20000000,0x7f6c18000000
22,73.728004,0x7fdd22000000,0x7fdc20000000
23,72.031998,0x7f880e000000,0x7f870c000000
24,73.248001,0x7fadb0000000,0x7facae000000
25,79.360001,0x7efc90000000,0x7efb8e000000
26,73.664001,0x7feace000000,0x7fe9c6000000
27,72.864006,0x7f5292000000,0x7f5190000000
28,74.175995,0x7f8832000000,0x7f872a000000
29,72.608002,0x7f96d8000000,0x7f95d6000000
30,73.856003,0x7fd67e000000,0x7fd576000000
31,72.288002,0x7fb680000000,0x7fb578000000
32,72.192001,0x7fdf20000000,0x7fde18000000
33,71.935997,0x7f3a90000000,0x7f398e000000
34,72.608002,0x7fec40000000,0x7feb3e000000
35,70.271996,0x7fe6a0000000,0x7fe598000000
36,73.279999,0x7fbf02000000,0x7fbe00000000
37,72.800003,0x7fb308000000,0x7fb200000000
38,72.447998,0x7f27a0000000,0x7f2698000000
39,72.864006,0x7f77d0000000,0x7f76ce000000
40,72.480003,0x7f1cf0000000,0x7f1bee000000
41,76.800003,0x7fb4f2000000,0x7fb3f0000000
42,72.288002,0x7fd832000000,0x7fd730000000
43,72.512001,0x7fb970000000,0x7fb86e000000
44,72.031998,0x7f3fc8000000,0x7f3ec6000000
45,72.768005,0x7f0958000000,0x7f0850000000
46,73.472000,0x7f1e22000000,0x7f1d20000000
47,72.959999,0x7f8ab8000000,0x7f89b6000000
