Index,Exec_time,addr,GPU_addr
326,732.159973,0x7fe0b0000000,0x7fdfae000000
327,720.639954,0x7f07ae000000,0x7f06a6000000
328,731.519958,0x7fba3c000000,0x7fb934000000
329,799.039978,0x7fdeee000000,0x7fdde6000000
330,726.400024,0x7f147e000000,0x7f1376000000
331,734.400024,0x7fd402000000,0x7fd2fa000000
332,738.879944,0x7fd4d0000000,0x7fd3c8000000
333,727.680054,0x7f0ac0000000,0x7f09b8000000
334,730.880005,0x7fe8c2000000,0x7fe7c0000000
335,805.440002,0x7fb100000000,0x7faff8000000
336,728.960022,0x7f30ae000000,0x7f2fa6000000
337,736.640015,0x7fbc9e000000,0x7fbb9c000000
338,738.240051,0x7f6a48000000,0x7f6946000000
339,736.320007,0x7fcde2000000,0x7fccda000000
340,733.440002,0x7f8bb2000000,0x7f8aaa000000
341,802.239990,0x7f0670000000,0x7f056e000000
342,730.880005,0x7f6562000000,0x7f645a000000
343,750.079956,0x7f4510000000,0x7f440e000000
344,798.079956,0x7f5de8000000,0x7f5ce0000000
345,727.680054,0x7f7aa8000000,0x7f79a6000000
346,732.799988,0x7f0d8a000000,0x7f0c82000000
347,801.599976,0x7efbec000000,0x7efae4000000
348,725.119995,0x7f83be000000,0x7f82bc000000
349,799.359985,0x7f8720000000,0x7f8618000000
350,739.199951,0x7f48c2000000,0x7f47ba000000
351,740.479980,0x7fd5e0000000,0x7fd4de000000
352,735.359985,0x7fde80000000,0x7fdd7e000000
353,748.160034,0x7fd4c8000000,0x7fd3c6000000
354,733.440002,0x7f7b58000000,0x7f7a50000000
355,727.360046,0x7fb070000000,0x7faf68000000
356,796.800049,0x7f820c000000,0x7f8104000000
357,735.359985,0x7efd42000000,0x7efc40000000
358,731.199951,0x7fadc2000000,0x7facc0000000
359,732.479980,0x7ff82e000000,0x7ff72c000000
360,804.160034,0x7f2ece000000,0x7f2dc6000000
361,733.440002,0x7f4940000000,0x7f483e000000
362,732.799988,0x7fb92a000000,0x7fb828000000
363,728.960022,0x7fe6ae000000,0x7fe5ac000000
364,731.199951,0x7f35f2000000,0x7f34ea000000
365,738.560059,0x7f9168000000,0x7f9066000000
366,735.679993,0x7f7908000000,0x7f7800000000
367,795.520020,0x7f36a2000000,0x7f359a000000
368,735.040039,0x7fce08000000,0x7fcd00000000
369,728.000000,0x7f5818000000,0x7f5710000000
370,736.000000,0x7f1710000000,0x7f160e000000
371,737.600037,0x7f8ba2000000,0x7f8a9a000000
372,732.159973,0x7f6ca8000000,0x7f6ba0000000
373,728.960022,0x7fc79e000000,0x7fc69c000000
374,729.919983,0x7f7bb0000000,0x7f7aa8000000
375,723.840027,0x7f3642000000,0x7f3540000000
376,728.960022,0x7f921a000000,0x7f9118000000
377,725.119995,0x7f8508000000,0x7f8406000000
378,706.880005,0x7f1e68000000,0x7f1d66000000
379,738.879944,0x7ff9b0000000,0x7ff8a8000000
380,729.919983,0x7fe778000000,0x7fe676000000
381,739.199951,0x7f7ff2000000,0x7f7ef2000000
382,728.960022,0x7f7ff2000000,0x7f7ef0000000
383,731.199951,0x7fd808000000,0x7fd706000000
384,726.400024,0x7fab1e000000,0x7faa1c000000
385,727.360046,0x7fb612000000,0x7fb50a000000
386,742.080017,0x7f1cf8000000,0x7f1bf0000000
387,720.319946,0x7fa218000000,0x7fa116000000
388,733.440002,0x7f299c000000,0x7f289a000000
389,798.719971,0x7f251e000000,0x7f2416000000
390,733.440002,0x7fd08e000000,0x7fcf86000000
391,809.919983,0x7fc138000000,0x7fc036000000
392,737.920044,0x7f0eb0000000,0x7f0da8000000
393,736.000000,0x7f92b0000000,0x7f91a8000000
394,728.320007,0x7f6196000000,0x7f6094000000
395,733.440002,0x7fa7d0000000,0x7fa6ce000000
396,734.080017,0x7efe10000000,0x7efd08000000
397,802.559998,0x7f099a000000,0x7f0898000000
398,730.559998,0x7fa548000000,0x7fa446000000
399,717.119995,0x7faaf0000000,0x7fa9e8000000
400,737.600037,0x7f4e30000000,0x7f4d2e000000
401,739.839966,0x7f22a2000000,0x7f21a0000000
402,741.119995,0x7f20c0000000,0x7f1fbe000000
403,728.320007,0x7f3302000000,0x7f31fa000000
