Index,Exec_time,addr,GPU_addr
1,2465.402832,0x7fb39e000000,0x7fb296000000
2,2461.385010,0x7fe6f2000000,0x7fe5ea000000
3,2465.191406,0x7f51f2000000,0x7f50f0000000
4,2460.607910,0x7f9af0000000,0x7f99ec000000
5,2475.271729,0x7fa02e000000,0x7f9f2c000000
6,2484.750977,0x7fd020000000,0x7fcf18000000
7,2502.770996,0x7f7422000000,0x7f7320000000
8,2505.020508,0x7f37f0000000,0x7f36ee000000
9,2506.303223,0x7fc9c2000000,0x7fc8c0000000
10,2528.039795,0x7f1650000000,0x7f1548000000
11,2507.000000,0x7fdca4000000,0x7fdb9c000000
12,2511.112793,0x7fe58a000000,0x7fe488000000
13,2514.535645,0x7f4460000000,0x7f4358000000
14,2512.134766,0x7f627a000000,0x7f6172000000
15,2510.962891,0x7f7814000000,0x7f7712000000
16,2510.383057,0x7f4662000000,0x7f455a000000
17,2510.101562,0x7f86f0000000,0x7f85ee000000
18,2520.641846,0x7ff904000000,0x7ff802000000
19,2519.790771,0x7f99da000000,0x7f98d6000000
20,2515.534912,0x7fbe50000000,0x7fbd4c000000
21,2480.619873,0x7f80da000000,0x7f7fd8000000
22,2517.794678,0x7faada000000,0x7fa9d8000000
23,2489.822754,0x7f37bc000000,0x7f36b8000000
24,2512.782227,0x7feb84000000,0x7fea7c000000
25,2513.034424,0x7f8a1a000000,0x7f8912000000
26,2492.949219,0x7f6892000000,0x7f6790000000
27,2517.916016,0x7f07ba000000,0x7f06b8000000
28,2490.377197,0x7f85c0000000,0x7f84be000000
29,2492.285645,0x7f4aa0000000,0x7f4998000000
30,2501.601562,0x7f7340000000,0x7f723e000000
31,2483.069824,0x7f9ef2000000,0x7f9df0000000
32,2501.821533,0x7f68d4000000,0x7f67d0000000
33,2483.143555,0x7f920a000000,0x7f9102000000
34,2484.509033,0x7f7a04000000,0x7f7902000000
35,2502.008057,0x7f8d9c000000,0x7f8c9a000000
36,2482.920654,0x7ffa04000000,0x7ff902000000
37,2483.245117,0x7f701a000000,0x7f6f18000000
38,2483.416504,0x7fc432000000,0x7fc32e000000
39,2483.569336,0x7f1242000000,0x7f113a000000
40,2502.639648,0x7f8304000000,0x7f8202000000
41,2493.222656,0x7f4432000000,0x7f4330000000
42,2502.384521,0x7f8b24000000,0x7f8a1c000000
43,2502.567627,0x7fe332000000,0x7fe230000000
44,2483.561035,0x7fac82000000,0x7fab80000000
45,2502.445801,0x7f3da4000000,0x7f3ca2000000
46,2483.294189,0x7fbda4000000,0x7fbca0000000
47,2501.820068,0x7f2b9a000000,0x7f2a92000000
48,2505.870117,0x7f2b52000000,0x7f2a50000000
49,2482.991455,0x7fd870000000,0x7fd76c000000
50,2501.999268,0x7f4d8a000000,0x7f4c82000000
51,2502.112793,0x7fbdce000000,0x7fbccc000000
52,2502.059082,0x7f8df0000000,0x7f8ce8000000
53,2501.804688,0x7f0544000000,0x7f0444000000
54,2501.833008,0x7f3860000000,0x7f375e000000
55,2504.280029,0x7f171a000000,0x7f1616000000
56,2502.503418,0x7f8860000000,0x7f875e000000
57,2483.482422,0x7f970e000000,0x7f960c000000
58,2502.883545,0x7f9efa000000,0x7f9df8000000
59,2502.622314,0x7fc494000000,0x7fc392000000
