Index,Exec_time,stride,inner_cycle,out_cycle,hit_rate
1,2147733,1024,480,100,1.64
2,2148307,1024,480,100,25.02
3,2148007,1024,480,100,7.73
4,2148612,1024,480,100,65.91
5,2147706,1024,480,100,8.16
6,2148647,1024,480,100,7.14
7,2148437,1024,480,100,5.98
8,2147456,1024,480,100,1.72
9,2147759,1024,480,100,38.60
10,2148508,1024,480,100,10.51
11,2148209,1024,480,100,15.32
12,2148614,1024,480,100,113.59
13,2148840,1024,480,100,3.26
14,2148350,1024,480,100,18.78
15,2147562,1024,480,100,1.30
16,2147965,1024,480,100,20.01
17,2148832,1024,480,100,54.38
18,2148567,1024,480,100,31.50
19,2149377,1024,480,100,36.36
20,2148247,1024,480,100,27.03
21,2147653,1024,480,100,1.62
22,2148542,1024,480,100,3.54
23,2148724,1024,480,100,29.37
24,2148358,1024,480,100,1.28
25,2147653,1024,480,100,92.66
26,2148698,1024,480,100,44.03
27,2148473,1024,480,100,19.02
28,2148362,1024,480,100,28.60
29,2148561,1024,480,100,24.68
30,2147311,1024,480,100,47.28
31,2148040,1024,480,100,31.73
32,2147985,1024,480,100,11.64
33,2148439,1024,480,100,4.42
34,2147735,1024,480,100,19.38
35,2148074,1024,480,100,16.74
36,2148394,1024,480,100,2.18
37,2148570,1024,480,100,9.90
38,2147390,1024,480,100,4.33
39,2147427,1024,480,100,3.57
40,2148020,1024,480,100,11.70
41,2148489,1024,480,100,92.35
42,2147590,1024,480,100,2.20
43,2148019,1024,480,100,17.10
44,2148175,1024,480,100,28.70
45,2149205,1024,480,100,39.15
46,2148697,1024,480,100,31.37
47,2147606,1024,480,100,14.88
48,2147854,1024,480,100,18.03
49,2147818,1024,480,100,1,158.70
50,2148324,1024,480,100,15.22
51,2148045,1024,480,100,29.85
52,2148730,1024,480,100,78.55
53,2147691,1024,480,100,11.11
54,2148251,1024,480,100,13.85
55,2148604,1024,480,100,28.16
56,2150864,1024,480,100,67.10
57,2148801,1024,480,100,15.28
58,2148388,1024,480,100,5.51
59,2147377,1024,480,100,5.33
60,2147609,1024,480,100,17.97
61,2147812,1024,480,100,12.36
62,2147576,1024,480,100,44.93
63,2148484,1024,480,100,18.15
64,2148684,1024,480,100,44.83
65,2148351,1024,480,100,1.60
66,2148460,1024,480,100,49.46
67,2148379,1024,480,100,1.77
68,2149093,1024,480,100,17.49
69,2148119,1024,480,100,128.15
70,2148050,1024,480,100,213.97
71,2148164,1024,480,100,3.65
72,2148355,1024,480,100,157.18
73,2148028,1024,480,100,10.56
74,2148137,1024,480,100,3.10
75,2148730,1024,480,100,2.83
76,2147723,1024,480,100,37.40
77,2148068,1024,480,100,28.42
78,2147559,1024,480,100,8.11
79,2148344,1024,480,100,19.30
80,2148201,1024,480,100,1.78
81,2148143,1024,480,100,78.03
82,2147283,1024,480,100,33.92
83,2148362,1024,480,100,465.89
84,2148357,1024,480,100,12.47
85,2148155,1024,480,100,1,564.64
86,2147961,1024,480,100,5.36
87,2148151,1024,480,100,2.02
88,2147555,1024,480,100,33.62
89,2147685,1024,480,100,59.51
90,2147754,1024,480,100,52.78
91,2147681,1024,480,100,25.82
92,2148299,1024,480,100,34.03
93,2148234,1024,480,100,2.74
94,2147972,1024,480,100,17.06
95,2148319,1024,480,100,819.24
96,2148641,1024,480,100,31.35
97,2148809,1024,480,100,16.66
98,2148448,1024,480,100,3.17
99,2147681,1024,480,100,5.55
100,2148355,1024,480,100,22.93
101,2148335,1024,480,100,4.11
102,2148471,1024,480,100,132.39
103,2148746,1024,480,100,25.07
104,2148524,1024,480,100,34.51
105,2147881,1024,480,100,83.98
106,2148053,1024,480,100,18.23
107,2147849,1024,480,100,1.99
108,2148839,1024,480,100,87.19
109,2148450,1024,480,100,24.40
110,2148283,1024,480,100,72.83
111,2147779,1024,480,100,23.49
112,2148443,1024,480,100,36.66
113,2147789,1024,480,100,34.75
114,2149023,1024,480,100,1.75
115,2148609,1024,480,100,7.33
116,2147646,1024,480,100,8.78
117,2148175,1024,480,100,70.17
118,2148749,1024,480,100,47.26
119,2147753,1024,480,100,14.28
120,2148131,1024,480,100,3.06
121,2148456,1024,480,100,91.61
122,2148132,1024,480,100,12.70
123,2147931,1024,480,100,142.00
124,2147829,1024,480,100,21.72
125,2147614,1024,480,100,9.56
126,2148415,1024,480,100,8.34
127,2149581,1024,480,100,9.06
128,2149474,1024,480,100,1,231.77
129,2148437,1024,480,100,1,312.59
130,2147933,1024,480,100,48.23
131,2148819,1024,480,100,21.36
132,2148740,1024,480,100,18.34
133,2148335,1024,480,100,93.71
134,2147474,1024,480,100,63.58
135,2146743,1024,480,100,2.25
136,2147483,1024,480,100,15.68
137,2148301,1024,480,100,306.80
138,2147857,1024,480,100,1,206.22
139,2148436,1024,480,100,40.60
140,2147892,1024,480,100,94.53
141,2147827,1024,480,100,7.73
142,2147844,1024,480,100,3.94
143,2148347,1024,480,100,33.46
144,2149103,1024,480,100,17.16
145,2148139,1024,480,100,45.77
146,2148391,1024,480,100,46.00
147,2148163,1024,480,100,3.06
148,2147925,1024,480,100,4.39
149,2148304,1024,480,100,57.20
150,2147798,1024,480,100,10.12
151,2149390,1024,480,100,64.56
152,2148660,1024,480,100,2.90
153,2148683,1024,480,100,22.42
154,2147751,1024,480,100,2.06
155,2149032,1024,480,100,1.80
156,2148312,1024,480,100,289.90
157,2148714,1024,480,100,26.58
158,2148136,1024,480,100,1.75
159,2148617,1024,480,100,40.60
160,2147947,1024,480,100,164.99
161,2147608,1024,480,100,9.68
162,2148791,1024,480,100,36.71
163,2148170,1024,480,100,36.13
164,2147508,1024,480,100,16.75
165,2148886,1024,480,100,8.59
166,2148618,1024,480,100,1.84
167,2148681,1024,480,100,39.07
168,2147858,1024,480,100,5.46
169,2147088,1024,480,100,14.91
170,2148395,1024,480,100,11.96
171,2148502,1024,480,100,1.53
172,2147929,1024,480,100,8.68
173,2148644,1024,480,100,31.91
174,2148661,1024,480,100,4.46
175,2148733,1024,480,100,14.64
176,2148901,1024,480,100,10.71
177,2148136,1024,480,100,11.64
178,2148888,1024,480,100,67.16
179,2148097,1024,480,100,12.35
180,2148116,1024,480,100,2.91
181,2147708,1024,480,100,32.65
182,2148553,1024,480,100,35.98
183,2147955,1024,480,100,22.53
184,2148672,1024,480,100,13.67
185,2148278,1024,480,100,50.92
186,2147982,1024,480,100,2.58
187,2147949,1024,480,100,15.23
188,2148384,1024,480,100,19.26
189,2148153,1024,480,100,22.20
190,2147832,1024,480,100,9.99
191,2148782,1024,480,100,29.72
192,2148310,1024,480,100,38.68
193,2149179,1024,480,100,23.23
194,2148283,1024,480,100,50.75
195,2148047,1024,480,100,1.94
196,2148649,1024,480,100,42.59
197,2148475,1024,480,100,3.09
198,2149521,1024,480,100,83.27
199,2148569,1024,480,100,18.83
200,2148204,1024,480,100,28.70
201,2148355,1024,480,100,2.51
202,2147577,1024,480,100,8.61
203,2148387,1024,480,100,22.25
204,2148239,1024,480,100,2.47
205,2147296,1024,480,100,3.24
206,2147869,1024,480,100,2.28
207,2147335,1024,480,100,26.36
208,2148234,1024,480,100,4.71
209,2147783,1024,480,100,18.36
210,2147994,1024,480,100,1.58
211,2148454,1024,480,100,1,245.12
212,2148323,1024,480,100,2.21
213,2148309,1024,480,100,16.52
214,2147375,1024,480,100,24.29
215,2148003,1024,480,100,1.12
216,2147700,1024,480,100,1.23
217,2148510,1024,480,100,1.53
218,2147198,1024,480,100,1.51
219,2148152,1024,480,100,2.19
220,2148246,1024,480,100,14.52
221,2147480,1024,480,100,3.32
222,2148184,1024,480,100,40.81
223,2148091,1024,480,100,27.14
224,2147788,1024,480,100,31.58
225,2148265,1024,480,100,53.69
226,2147956,1024,480,100,54.06
227,2148378,1024,480,100,17.22
228,2147983,1024,480,100,10.25
229,2147873,1024,480,100,6.39
230,2148719,1024,480,100,10.46
231,2148297,1024,480,100,3.29
232,2148922,1024,480,100,32.21
233,2148132,1024,480,100,34.91
234,2148597,1024,480,100,153.97
235,2148266,1024,480,100,25.37
236,2148184,1024,480,100,75.04
237,2148642,1024,480,100,2.07
238,2151254,1024,480,100,69.81
239,2148137,1024,480,100,12.93
240,2148072,1024,480,100,164.23
241,2148483,1024,480,100,4.81
242,2148098,1024,480,100,23.26
243,2147603,1024,480,100,2.18
244,2148142,1024,480,100,35.32
245,2147419,1024,480,100,10.39
246,2147680,1024,480,100,15.96
247,2147512,1024,480,100,2.98
248,2147829,1024,480,100,26.95
249,2147461,1024,480,100,35.58
250,2149714,1024,480,100,26.38
251,2148623,1024,480,100,20.49
252,2147682,1024,480,100,18.87
253,2148428,1024,480,100,28.76
254,2147872,1024,480,100,25.52
255,2148082,1024,480,100,16.33
256,2148438,1024,480,100,18.83
257,2148147,1024,480,100,18.35
258,2147920,1024,480,100,16.13
259,2147694,1024,480,100,1.50
260,2148028,1024,480,100,73.85
261,2148679,1024,480,100,56.55
262,2147805,1024,480,100,1.72
263,2148853,1024,480,100,35.41
264,2148701,1024,480,100,4.33
265,2148681,1024,480,100,54.16
266,2148116,1024,480,100,7.77
267,2148014,1024,480,100,46.19
268,2148556,1024,480,100,58.10
269,2148728,1024,480,100,20.66
270,2148112,1024,480,100,18.89
271,2149215,1024,480,100,179.50
272,2148364,1024,480,100,27.55
273,2148009,1024,480,100,19.53
274,2148171,1024,480,100,51.82
275,2148668,1024,480,100,24.29
276,2147881,1024,480,100,106.17
277,2148636,1024,480,100,127.53
278,2147767,1024,480,100,10.95
279,2148047,1024,480,100,2.67
280,2148262,1024,480,100,109.68
281,2147808,1024,480,100,2.85
282,2148555,1024,480,100,61.75
283,2148670,1024,480,100,12.60
284,2152535,1024,480,100,1.71
285,2147889,1024,480,100,5.52
286,2148205,1024,480,100,47.51
287,2148302,1024,480,100,129.40
288,2148446,1024,480,100,5.99
289,2148019,1024,480,100,6.24
290,2147994,1024,480,100,20.17
291,2147472,1024,480,100,54.04
292,2147898,1024,480,100,1.50
293,2147960,1024,480,100,1,657.01
294,2147994,1024,480,100,20.28
295,2147698,1024,480,100,10.95
296,2148401,1024,480,100,21.00
297,2148888,1024,480,100,32.72
298,2147706,1024,480,100,27.24
299,2148484,1024,480,100,49.44
300,2148837,1024,480,100,1.49
301,2147950,1024,480,100,45.22
302,2148708,1024,480,100,25.65
303,2147603,1024,480,100,40.77
304,2149030,1024,480,100,83.43
305,2149036,1024,480,100,15.97
306,2148010,1024,480,100,44.30
307,2148623,1024,480,100,15.38
308,2147524,1024,480,100,3.78
309,2148489,1024,480,100,28.96
310,2149245,1024,480,100,36.37
311,2148509,1024,480,100,5.17
312,2147945,1024,480,100,56.39
313,2147555,1024,480,100,23.79
314,2149359,1024,480,100,2.78
315,2148177,1024,480,100,29.61
316,2147968,1024,480,100,33.07
317,2148203,1024,480,100,10.28
318,2147858,1024,480,100,4.04
319,2147970,1024,480,100,3.10
320,2148263,1024,480,100,85.69
321,2148814,1024,480,100,3.14
322,2148204,1024,480,100,60.22
323,2148765,1024,480,100,59.44
324,2148054,1024,480,100,56.36
325,2148568,1024,480,100,98.43
326,2148360,1024,480,100,1.86
327,2147953,1024,480,100,33.34
328,2148342,1024,480,100,49.50
329,2148888,1024,480,100,2.35
330,2148855,1024,480,100,44.85
331,2148185,1024,480,100,5.77
332,2147573,1024,480,100,1.26
333,2147750,1024,480,100,5.45
334,2148163,1024,480,100,5.67
335,2147761,1024,480,100,11.55
336,2148368,1024,480,100,3.56
337,2148119,1024,480,100,16.10
338,2148218,1024,480,100,24.92
339,2148767,1024,480,100,16.78
340,2147997,1024,480,100,18.37
341,2149492,1024,480,100,31.56
342,2148799,1024,480,100,5.73
343,2148229,1024,480,100,18.85
344,2148281,1024,480,100,23.89
345,2148669,1024,480,100,10.15
346,2147900,1024,480,100,33.07
347,2148596,1024,480,100,410.54
348,2147541,1024,480,100,26.69
349,2148043,1024,480,100,12.40
350,2148649,1024,480,100,9.89
351,2148715,1024,480,100,2.71
352,2148214,1024,480,100,55.99
353,2147920,1024,480,100,13.65
354,2147783,1024,480,100,77.95
355,2148731,1024,480,100,90.98
356,2148571,1024,480,100,3.23
357,2148086,1024,480,100,20.77
358,2148768,1024,480,100,1.79
359,2147942,1024,480,100,25.53
360,2148569,1024,480,100,21.03
361,2147797,1024,480,100,2.89
362,2148272,1024,480,100,26.57
363,2147539,1024,480,100,4.74
364,2148169,1024,480,100,35.43
365,2148463,1024,480,100,3.48
366,2148010,1024,480,100,17.94
367,2147347,1024,480,100,16.01
368,2147543,1024,480,100,1,694.06
369,2148755,1024,480,100,24.29
370,2147915,1024,480,100,14.74
371,2149111,1024,480,100,274.67
372,2147925,1024,480,100,15.02
373,2148160,1024,480,100,9.78
374,2148649,1024,480,100,3,035.08
375,2147503,1024,480,100,13.44
376,2148214,1024,480,100,2,438.07
377,2148382,1024,480,100,13.85
378,2147808,1024,480,100,34.05
379,2148281,1024,480,100,35.33
380,2147867,1024,480,100,2.52
381,2148386,1024,480,100,12.39
382,2148081,1024,480,100,55.36
383,2148718,1024,480,100,9.19
384,2148459,1024,480,100,307.77
385,2148279,1024,480,100,16.89
386,2148963,1024,480,100,9.82
387,2148203,1024,480,100,37.65
388,2148514,1024,480,100,13.85
389,2147871,1024,480,100,24.66
390,2148571,1024,480,100,9.49
391,2147246,1024,480,100,10.40
392,2148794,1024,480,100,72.29
393,2147611,1024,480,100,10.25
394,2147819,1024,480,100,3.42
395,2148946,1024,480,100,51.83
396,2147816,1024,480,100,12.66
397,2148496,1024,480,100,11.47
398,2148204,1024,480,100,2.67
399,2148088,1024,480,100,2.40
400,2148040,1024,480,100,7.12
401,2148546,1024,480,100,11.27
402,2148169,1024,480,100,14.33
403,2148604,1024,480,100,29.70
404,2148142,1024,480,100,1.82
405,2148670,1024,480,100,2.42
406,2148670,1024,480,100,3.11
407,2149507,1024,480,100,8.49
408,2147874,1024,480,100,31.34
409,2148130,1024,480,100,18.83
410,2148280,1024,480,100,13.03
411,2147505,1024,480,100,8.93
412,2148241,1024,480,100,38.63
413,2147715,1024,480,100,29.12
414,2147907,1024,480,100,11.20
415,2148431,1024,480,100,19.97
416,2147433,1024,480,100,3.51
417,2148384,1024,480,100,20.05
418,2148459,1024,480,100,5.90
419,2148547,1024,480,100,3.27
420,2148635,1024,480,100,11.40
421,2148551,1024,480,100,52.47
422,2148307,1024,480,100,11.85
423,2149105,1024,480,100,62.97
424,2148085,1024,480,100,349.10
425,2148296,1024,480,100,14.36
426,2147577,1024,480,100,97.02
427,2148433,1024,480,100,21.05
428,2148909,1024,480,100,27.17
429,2147970,1024,480,100,23.54
430,2149221,1024,480,100,28.98
431,2149665,1024,480,100,5.77
432,2148615,1024,480,100,235.54
433,2148993,1024,480,100,22.65
434,2148502,1024,480,100,19.92
435,2149045,1024,480,100,43.97
436,2148123,1024,480,100,6.48
437,2147805,1024,480,100,24.20
438,2148437,1024,480,100,9.56
439,2147287,1024,480,100,38.56
440,2149289,1024,480,100,8.72
441,2148904,1024,480,100,26.03
442,2152566,1024,480,100,60.96
443,2148584,1024,480,100,59.75
444,2148776,1024,480,100,20.30
445,2148511,1024,480,100,34.17
446,2148238,1024,480,100,24.12
447,2147853,1024,480,100,11.87
448,2148725,1024,480,100,1,350.50
449,2151538,1024,480,100,8.94
450,2148740,1024,480,100,36.67
451,2149436,1024,480,100,31.05
452,2148165,1024,480,100,9.48
453,2148945,1024,480,100,15.38
454,2147964,1024,480,100,18.59
455,2148412,1024,480,100,14.48
456,2148136,1024,480,100,36.95
457,2148905,1024,480,100,30.03
458,2148672,1024,480,100,15.44
