Index,Exec_time,stride,inner_cycle,out_cycle,hit_rate
1,2575796,1024,576,100,34.73
2,2576103,1024,576,100,66.16
3,2575712,1024,576,100,106.87
4,2574941,1024,576,100,106.41
5,2576073,1024,576,100,84.92
6,2575558,1024,576,100,34.18
7,2574577,1024,576,100,21.98
8,2575321,1024,576,100,9.32
9,2576131,1024,576,100,8.19
10,2575018,1024,576,100,21.73
11,2574766,1024,576,100,6.02
12,2575663,1024,576,100,7.88
13,2574612,1024,576,100,34.33
14,2575653,1024,576,100,1,289.79
15,2575252,1024,576,100,6.78
16,2575094,1024,576,100,44.65
17,2574782,1024,576,100,7.67
18,2574994,1024,576,100,23.35
19,2575401,1024,576,100,9.80
20,2575917,1024,576,100,24.32
21,2574904,1024,576,100,28.79
22,2575655,1024,576,100,26.58
23,2575278,1024,576,100,32.36
24,2575827,1024,576,100,19.90
25,2575968,1024,576,100,6.52
26,2574869,1024,576,100,8.73
27,2575054,1024,576,100,3.56
28,2575203,1024,576,100,39.85
29,2575108,1024,576,100,8.23
30,2576065,1024,576,100,27.10
31,2575356,1024,576,100,22.55
32,2574924,1024,576,100,4.25
33,2575527,1024,576,100,22.75
34,2576002,1024,576,100,36.58
35,2575581,1024,576,100,5.82
36,2574917,1024,576,100,4.35
37,2575760,1024,576,100,18.20
38,2575662,1024,576,100,66.01
39,2575403,1024,576,100,4.78
40,2575183,1024,576,100,27.34
41,2576071,1024,576,100,28.52
42,2574589,1024,576,100,7.65
43,2575583,1024,576,100,10.88
44,2575330,1024,576,100,22.44
45,2575549,1024,576,100,34.72
46,2575625,1024,576,100,5.14
47,2575862,1024,576,100,102.15
48,2575158,1024,576,100,15.73
49,2575047,1024,576,100,20.59
50,2574574,1024,576,100,47.73
51,2575328,1024,576,100,36.63
52,2575610,1024,576,100,31.22
53,2574547,1024,576,100,7.37
54,2576629,1024,576,100,3.77
55,2575097,1024,576,100,26.69
56,2575264,1024,576,100,10.15
57,2575755,1024,576,100,41.57
58,2575875,1024,576,100,27.34
59,2575420,1024,576,100,15.94
60,2575563,1024,576,100,19.55
61,2575081,1024,576,100,2.91
62,2574789,1024,576,100,23.06
63,2575427,1024,576,100,38.28
64,2574923,1024,576,100,16.49
65,2574356,1024,576,100,9.39
66,2578933,1024,576,100,4.03
67,2575735,1024,576,100,4.96
68,2576335,1024,576,100,6.33
69,2574189,1024,576,100,12.80
70,2575751,1024,576,100,21.77
71,2575355,1024,576,100,21.55
72,2575952,1024,576,100,37.86
73,2577305,1024,576,100,46.46
74,2575334,1024,576,100,31.62
75,2575800,1024,576,100,3.76
76,2575896,1024,576,100,35.37
77,2575283,1024,576,100,26.02
78,2575274,1024,576,100,23.14
79,2575498,1024,576,100,5.46
80,2575895,1024,576,100,27.88
81,2574989,1024,576,100,68.22
82,2574777,1024,576,100,16.88
83,2574826,1024,576,100,21.08
84,2575858,1024,576,100,44.65
85,2575148,1024,576,100,54.84
86,2579981,1024,576,100,87.14
87,2575764,1024,576,100,31.42
88,2575829,1024,576,100,27.77
89,2574494,1024,576,100,153.28
90,2575488,1024,576,100,8.13
91,2575641,1024,576,100,7.52
92,2575293,1024,576,100,31.67
93,2576150,1024,576,100,7.25
94,2575517,1024,576,100,71.96
95,2575996,1024,576,100,12.72
96,2574791,1024,576,100,26.71
97,2576041,1024,576,100,22.45
98,2574842,1024,576,100,9.70
99,2575969,1024,576,100,31.72
100,2576054,1024,576,100,23.63
101,2575806,1024,576,100,15.88
102,2574780,1024,576,100,20.94
103,2574276,1024,576,100,66.68
104,2576215,1024,576,100,24.06
105,2575604,1024,576,100,78.42
106,2575516,1024,576,100,29.57
107,2575324,1024,576,100,5.98
108,2576152,1024,576,100,5.27
109,2575943,1024,576,100,23.86
110,2574937,1024,576,100,22.88
111,2574745,1024,576,100,22.05
112,2575524,1024,576,100,7.49
113,2574798,1024,576,100,24.84
114,2575681,1024,576,100,32.56
115,2576092,1024,576,100,32.62
116,2575364,1024,576,100,10.17
117,2575026,1024,576,100,49.83
118,2575069,1024,576,100,35.47
119,2574899,1024,576,100,11.53
120,2575150,1024,576,100,7.71
121,2574746,1024,576,100,37.53
122,2575243,1024,576,100,77.31
123,2575312,1024,576,100,141.56
124,2574989,1024,576,100,160.75
125,2575125,1024,576,100,15.51
126,2574907,1024,576,100,12.62
127,2575424,1024,576,100,68.49
128,2574855,1024,576,100,264.31
129,2574951,1024,576,100,18.52
130,2574749,1024,576,100,18.91
131,2574724,1024,576,100,20.41
132,2576025,1024,576,100,23.45
133,2575660,1024,576,100,119.04
134,2575202,1024,576,100,65.74
135,2574752,1024,576,100,3.88
136,2575082,1024,576,100,2,325.78
137,2575877,1024,576,100,23.00
138,2574281,1024,576,100,281.98
139,2574861,1024,576,100,1,257.53
140,2575559,1024,576,100,15.27
141,2574877,1024,576,100,80.20
142,2575456,1024,576,100,10.92
143,2574540,1024,576,100,27.33
144,2575058,1024,576,100,5.69
145,2574926,1024,576,100,24.45
146,2574717,1024,576,100,23.12
147,2575301,1024,576,100,22.20
148,2575715,1024,576,100,45.90
149,2574555,1024,576,100,22.39
150,2576269,1024,576,100,10.81
151,2574420,1024,576,100,25.40
152,2574253,1024,576,100,34.45
153,2573962,1024,576,100,59.04
154,2576195,1024,576,100,20.31
155,2575986,1024,576,100,48.70
156,2575023,1024,576,100,70.91
157,2575022,1024,576,100,4.59
158,2575626,1024,576,100,21.13
159,2575277,1024,576,100,27.35
160,2574730,1024,576,100,20.68
161,2574953,1024,576,100,5.76
162,2575474,1024,576,100,131.74
163,2575116,1024,576,100,13.52
164,2575503,1024,576,100,54.75
165,2575138,1024,576,100,7.95
166,2574988,1024,576,100,37.35
167,2575759,1024,576,100,21.00
168,2573876,1024,576,100,18.84
169,2575209,1024,576,100,19.05
170,2575613,1024,576,100,15.98
171,2575633,1024,576,100,14.76
172,2575639,1024,576,100,12.69
173,2575828,1024,576,100,6.96
174,2574668,1024,576,100,1,288.04
175,2575348,1024,576,100,22.82
176,2575924,1024,576,100,34.40
177,2575809,1024,576,100,18.37
178,2575207,1024,576,100,14.45
179,2575048,1024,576,100,10.33
180,2575155,1024,576,100,6.03
181,2574830,1024,576,100,1,367.00
182,2575271,1024,576,100,79.94
183,2575217,1024,576,100,31.74
184,2575561,1024,576,100,1,735.99
185,2575032,1024,576,100,1,303.96
186,2575710,1024,576,100,6.45
187,2574784,1024,576,100,7.08
188,2574531,1024,576,100,16.72
189,2575639,1024,576,100,18.77
190,2576022,1024,576,100,91.69
191,2574558,1024,576,100,121.74
192,2574437,1024,576,100,28.37
193,2575477,1024,576,100,10.62
194,2575696,1024,576,100,24.22
195,2574976,1024,576,100,27.50
196,2576126,1024,576,100,71.64
197,2575329,1024,576,100,67.41
198,2574977,1024,576,100,53.27
199,2575419,1024,576,100,80.35
200,2574892,1024,576,100,13.02
201,2576186,1024,576,100,8.76
202,2575048,1024,576,100,30.77
203,2575885,1024,576,100,9.15
204,2575314,1024,576,100,149.29
205,2576294,1024,576,100,287.81
206,2574558,1024,576,100,8.52
207,2574776,1024,576,100,17.10
208,2576127,1024,576,100,36.68
209,2574480,1024,576,100,15.13
210,2576104,1024,576,100,101.37
211,2575155,1024,576,100,30.82
212,2575383,1024,576,100,116.82
213,2575087,1024,576,100,16.54
214,2574867,1024,576,100,794.87
215,2575364,1024,576,100,22.89
216,2575412,1024,576,100,18.46
217,2575837,1024,576,100,14.36
218,2575973,1024,576,100,23.30
219,2575527,1024,576,100,23.75
220,2575307,1024,576,100,1,194.49
221,2574422,1024,576,100,46.81
222,2575580,1024,576,100,6.02
223,2575178,1024,576,100,11.14
224,2574921,1024,576,100,3.50
225,2574763,1024,576,100,33.81
226,2575030,1024,576,100,18.88
227,2576095,1024,576,100,16.38
228,2575685,1024,576,100,14.29
229,2575056,1024,576,100,9.43
230,2575541,1024,576,100,33.80
231,2575153,1024,576,100,40.89
232,2576311,1024,576,100,15.10
233,2575818,1024,576,100,19.08
234,2574896,1024,576,100,23.26
235,2575223,1024,576,100,5.47
236,2575197,1024,576,100,4.82
237,2575162,1024,576,100,26.56
238,2575092,1024,576,100,38.59
239,2575819,1024,576,100,8.21
240,2575217,1024,576,100,3.59
241,2575101,1024,576,100,60.34
242,2575537,1024,576,100,4.76
243,2576215,1024,576,100,37.11
244,2575429,1024,576,100,20.19
245,2575449,1024,576,100,20.60
246,2575448,1024,576,100,9.58
247,2574976,1024,576,100,9.11
248,2574904,1024,576,100,1,257.78
249,2574806,1024,576,100,7.12
250,2575595,1024,576,100,4.06
251,2574945,1024,576,100,17.82
252,2575565,1024,576,100,12.07
253,2574507,1024,576,100,18.35
254,2575530,1024,576,100,33.08
255,2575320,1024,576,100,141.45
256,2575331,1024,576,100,48.92
257,2576118,1024,576,100,32.19
258,2574845,1024,576,100,43.40
259,2574780,1024,576,100,8.86
260,2576309,1024,576,100,35.53
261,2574112,1024,576,100,12.38
262,2575609,1024,576,100,12.74
263,2574974,1024,576,100,16.68
264,2574828,1024,576,100,6.65
265,2575697,1024,576,100,43.05
266,2575449,1024,576,100,44.52
267,2575161,1024,576,100,18.64
268,2574987,1024,576,100,14.29
269,2574696,1024,576,100,49.22
270,2575309,1024,576,100,41.76
271,2575654,1024,576,100,9.11
272,2575788,1024,576,100,26.79
273,2574303,1024,576,100,50.16
274,2575236,1024,576,100,18.57
275,2576511,1024,576,100,36.06
276,2575466,1024,576,100,39.74
277,2575738,1024,576,100,146.30
278,2576186,1024,576,100,74.45
279,2575394,1024,576,100,76.11
280,2574684,1024,576,100,20.14
281,2574368,1024,576,100,11.52
282,2575423,1024,576,100,33.59
283,2574208,1024,576,100,16.33
284,2576189,1024,576,100,22.47
285,2575984,1024,576,100,25.59
286,2575928,1024,576,100,12.77
287,2574961,1024,576,100,3.97
288,2575249,1024,576,100,19.43
289,2576382,1024,576,100,19.04
290,2575964,1024,576,100,24.88
291,2575706,1024,576,100,13.64
292,2575131,1024,576,100,8.35
293,2574060,1024,576,100,29.06
294,2575240,1024,576,100,59.23
295,2575976,1024,576,100,4.01
296,2575430,1024,576,100,10.07
297,2575654,1024,576,100,1,747.72
298,2576601,1024,576,100,32.52
299,2575594,1024,576,100,16.04
300,2576414,1024,576,100,16.46
301,2575634,1024,576,100,11.02
302,2574534,1024,576,100,9.68
303,2574834,1024,576,100,27.52
304,2575482,1024,576,100,18.99
305,2575270,1024,576,100,24.84
306,2575354,1024,576,100,12.45
307,2575892,1024,576,100,25.99
308,2574977,1024,576,100,6.11
309,2575710,1024,576,100,4.58
310,2575117,1024,576,100,58.61
311,2575918,1024,576,100,29.50
312,2574828,1024,576,100,4.33
313,2575564,1024,576,100,12.62
314,2576029,1024,576,100,54.51
315,2576539,1024,576,100,25.25
316,2575463,1024,576,100,8.87
317,2574926,1024,576,100,4.05
318,2575052,1024,576,100,14.42
319,2575500,1024,576,100,12.06
320,2575079,1024,576,100,40.12
321,2576391,1024,576,100,13.23
322,2575210,1024,576,100,30.40
323,2575496,1024,576,100,16.72
324,2575829,1024,576,100,16.55
325,2575827,1024,576,100,185.20
326,2575937,1024,576,100,8.11
327,2575640,1024,576,100,45.41
328,2575123,1024,576,100,27.88
329,2575317,1024,576,100,7.75
330,2575425,1024,576,100,21.66
331,2574268,1024,576,100,15.76
332,2575682,1024,576,100,20.09
333,2575727,1024,576,100,4.04
334,2575004,1024,576,100,17.24
335,2575154,1024,576,100,14.10
336,2575943,1024,576,100,19.36
337,2576048,1024,576,100,1,290.16
338,2575327,1024,576,100,12.74
339,2576302,1024,576,100,34.88
340,2575294,1024,576,100,34.42
341,2575781,1024,576,100,2,349.84
342,2575431,1024,576,100,35.75
343,2575178,1024,576,100,17.47
344,2575355,1024,576,100,9.39
345,2574889,1024,576,100,13.40
346,2575705,1024,576,100,8.32
347,2575549,1024,576,100,6.01
348,2575618,1024,576,100,11.27
349,2574835,1024,576,100,19.69
350,2574932,1024,576,100,8.33
351,2575749,1024,576,100,61.55
352,2575743,1024,576,100,202.71
353,2574979,1024,576,100,8.94
354,2575092,1024,576,100,8.17
355,2575966,1024,576,100,131.62
356,2576042,1024,576,100,184.42
357,2575152,1024,576,100,62.70
358,2575683,1024,576,100,98.85
359,2575173,1024,576,100,6.53
360,2574599,1024,576,100,73.92
361,2575778,1024,576,100,5.68
362,2575691,1024,576,100,17.95
363,2575048,1024,576,100,36.91
364,2574100,1024,576,100,4.86
365,2576348,1024,576,100,47.18
366,2574926,1024,576,100,6.57
367,2574919,1024,576,100,8.10
368,2575347,1024,576,100,86.55
369,2575793,1024,576,100,17.06
370,2575084,1024,576,100,5.22
371,2575008,1024,576,100,7.72
372,2574945,1024,576,100,7.85
373,2575381,1024,576,100,18.78
374,2575766,1024,576,100,46.34
375,2575118,1024,576,100,211.59
376,2574736,1024,576,100,16.47
377,2575197,1024,576,100,2.47
378,2575666,1024,576,100,29.54
379,2575142,1024,576,100,31.46
380,2575085,1024,576,100,3.56
381,2575505,1024,576,100,7.89
382,2575740,1024,576,100,24.53
383,2576369,1024,576,100,53.42
384,2575378,1024,576,100,6.02
385,2575638,1024,576,100,37.98
386,2575306,1024,576,100,20.45
387,2574571,1024,576,100,62.97
388,2574702,1024,576,100,61.52
389,2575981,1024,576,100,21.67
390,2575891,1024,576,100,8.04
391,2576321,1024,576,100,60.79
392,2574217,1024,576,100,59.86
393,2574660,1024,576,100,4.10
394,2575222,1024,576,100,26.56
395,2575174,1024,576,100,163.52
396,2574637,1024,576,100,15.50
