ID,Exec_time,Random_num
1,330.953522,798533667
2,351.943817,667780632
3,353.191315,6549228
4,352.930481,67597138
5,352.522491,432840975
6,354.427460,319661791
7,352.952057,152376020
8,352.653442,468196366
9,354.378906,793350505
10,352.992920,413470694
11,352.473358,27143336
12,354.418732,411345073
13,352.519562,29392442
14,352.451721,560334136
15,354.069702,581623462
16,352.582550,775468710
17,352.718781,406742847
18,353.877686,483459844
19,352.536163,788623331
20,353.047180,106022854
21,353.138763,147930154
22,352.610687,481888785
23,353.001556,415630348
24,353.044098,129042459
25,353.090210,717245543
26,352.985199,333005349
27,352.482971,264635481
28,353.006989,520463973
29,352.563202,452440503
30,351.179993,626118112
31,352.074158,88898576
32,352.486755,562002656
33,352.436981,595236412
34,353.358948,360329310
35,353.527466,795569545
36,352.516571,57767553
37,353.118866,136177581
38,353.012787,259158235
39,352.481567,298402106
40,353.087616,88799787
41,352.484161,23864702
42,353.067993,220270334
43,346.609436,649084002
44,345.746094,719748988
45,345.669586,705414288
46,346.274170,316997067
47,345.802124,547462225
48,346.295563,117969962
49,346.510406,6451289
50,345.781830,103135655
51,346.265411,384893023
52,346.294434,522653212
53,345.940002,195654793
54,346.055267,690820181
55,346.468445,775567435
56,345.917664,697685689
57,345.820587,284471688
58,346.397919,228925956
59,346.453094,328397940
60,346.085022,117061946
61,345.514435,172587160
62,345.991089,396960388
63,346.271179,796389930
64,345.844604,674185036
65,344.867798,67571680
66,344.863434,38784416
67,345.891754,434504606
68,346.608246,24166515
69,345.907288,746697444
70,345.901031,685681711
71,346.278748,288940325
72,346.237671,84650195
73,346.071686,665672843
74,345.906342,681714997
75,346.267853,97518298
76,345.865387,736447415
77,345.779755,540738269
78,345.749939,566715235
79,345.779846,355035197
80,346.218536,306554081
81,346.267853,116103841
82,345.818298,676545235
83,346.280396,362282963
84,346.268127,362477451
85,344.864105,759264352
86,346.275116,797971510
87,345.754913,804505587
88,345.687103,778882768
89,345.670441,34609720
90,345.788971,601602537
91,346.220215,69784894
92,346.258789,37447419
93,345.818085,302389461
94,346.217468,6872847
95,346.230011,277512230
96,345.736725,133653799
97,346.276978,190305644
98,345.752197,518437683
99,345.857758,707403417
100,346.256561,481733869
101,346.244171,419149221
102,345.791168,66628798
103,346.291077,766634323
104,346.294342,531162849
105,345.833496,302336699
106,346.269135,56609237
107,346.291382,530678828
108,346.284607,509790397
109,346.292297,483849906
110,345.797638,469742791
111,346.253418,744397434
112,345.647339,189098224
113,345.758514,339085887
114,346.235687,404009962
115,346.233551,210787574
116,345.769043,700115404
117,346.213226,371368202
118,346.246094,98613370
119,345.752045,563652226
120,346.201477,171448126
121,346.302979,697940789
122,345.878815,472350870
123,346.254150,762933801
124,346.270844,223587987
125,345.146851,257486544
126,346.217804,161200426
127,346.237091,372300146
128,345.262329,141956304
129,346.218475,647852641
130,346.292511,167432470
131,346.213989,626706337
132,346.240814,377164378
133,344.374878,54523232
134,346.214752,734697867
135,346.265472,308079951
136,345.772705,380527493
137,346.245270,38390438
138,346.225006,204929278
139,345.207489,617304408
140,346.213196,509568566
141,346.173523,542573950
142,345.774292,434733060
143,346.226746,312760063
144,346.276184,405947486
145,345.828766,650306629
146,346.250244,613644067
147,346.241211,716353086
148,345.716614,372001379
149,346.241699,360298748
150,346.256897,332442659
151,345.812225,239012443
