ID,Exec_time,Random_num
790,345.227722,675074648
791,345.600037,284245000
792,346.226013,233489561
793,345.803802,106412020
794,345.663666,173004272
795,346.180115,80090010
796,345.790802,759173737
797,346.191345,798339109
798,346.221741,278255780
799,345.841949,617044804
800,345.638123,369828304
801,346.292267,638491430
802,345.644287,627128211
803,346.222443,184420599
804,345.731659,196219440
805,346.323669,652437862
806,346.206573,705703326
807,345.706177,73682318
808,346.176636,154372548
809,346.222412,428720443
810,345.729797,512862233
811,346.259674,457370838
812,346.261597,379803964
813,345.768829,684751970
814,346.245941,532687092
815,346.261353,533871436
816,345.768524,31474548
817,346.269318,143476238
818,346.328461,739639060
819,345.191681,178458384
820,346.188263,652172462
821,345.629211,756524168
822,345.852844,422529815
823,346.274445,16046471
824,346.229675,762866707
825,345.736053,318459170
826,346.244934,388895195
827,346.359741,744725711
828,345.753387,579178520
829,346.186890,669611708
830,345.707336,659657829
831,345.628357,678086248
832,345.756805,597777080
833,346.304474,699164075
834,346.180359,324730273
835,346.203247,591012751
836,345.756836,772804291
837,346.193146,238470011
838,346.221283,690426074
839,345.794678,739428497
840,346.254089,202621951
841,346.168396,759996934
842,344.338440,243527520
843,346.228577,447488765
844,346.150238,96891766
845,346.010925,451050785
846,346.425323,261128485
847,346.501801,167763487
848,345.721954,760075233
849,346.263397,588880010
850,346.271057,225817852
851,346.561188,420732994
852,346.232941,427994823
853,345.759552,45574151
854,346.296936,389058579
855,346.184021,609657286
856,345.751587,236896947
857,346.237976,745086755
858,346.282104,652137487
859,345.786407,724552708
860,346.209229,315201538
861,346.255341,237099604
862,345.772461,473253580
863,346.191803,526900375
864,346.195953,730277515
865,345.775085,331972117
866,346.208771,161822393
867,346.206055,736392771
868,345.838501,168867818
869,346.184631,136351581
870,345.679718,190396328
871,345.766571,269364305
872,346.249725,713594543
873,346.364441,280036094
874,346.330719,117119991
875,345.665863,232317176
876,345.751678,32392297
877,346.240051,16280353
878,346.256744,504544659
879,345.788300,768981479
880,346.215637,41651429
881,346.254425,417886045
882,344.285065,151850784
883,346.200684,754659518
884,346.235596,468875094
885,345.869293,714454926
886,346.229218,784784930
887,346.242493,15766397
888,345.845886,495850050
889,346.152740,3773567
890,346.508453,133192155
891,345.912811,382958714
892,346.283752,309494476
893,346.482574,127347563
894,345.764435,299137475
895,345.901398,492431121
896,344.545959,232595104
897,346.448822,167124601
898,346.155579,519789662
899,345.139160,610614040
900,346.162018,526362197
901,346.515320,269797150
902,345.794312,52957020
903,346.236633,543559045
904,346.213928,744005406
905,345.738647,750070850
906,346.270294,105692394
907,346.333160,584049569
908,345.829193,487060804
909,345.703125,75511352
910,346.221161,61271291
911,345.792786,228609037
912,345.812622,375273585
913,346.244751,417847535
914,345.794373,78438287
915,346.248474,361113326
916,346.246155,35502754
917,345.734558,669134886
918,346.230286,431893822
919,345.728790,585232885
920,346.208710,281153173
921,346.236511,252887750
922,345.125275,423639544
923,346.226746,636300435
924,345.701233,203866536
925,345.710693,476453803
926,345.624023,499176904
927,346.192047,91160455
928,345.722412,689514619
929,346.232147,173704350
930,346.221924,805060066
931,345.835388,352709973
932,346.257507,56281941
933,346.187317,110888097
934,345.752319,93477893
935,346.299835,635761196
936,345.767883,182314832
937,344.374207,285619936
938,346.353577,583572796
939,346.298218,527107660
940,345.759796,750956121
941,346.235565,761238461
942,345.734344,105922916
943,346.159698,673152865
944,345.583923,592707416
945,345.185974,94241648
946,346.221863,568026187
947,346.210907,727076298
948,345.707031,246350978
949,346.208160,424385239
950,345.710052,304390992
951,345.713440,322821917
952,346.213043,519880089
953,346.226440,683170154
954,344.366974,188423296
955,346.266052,281688575
956,346.294952,635801838
957,345.770691,146141716
958,345.771027,489064248
959,346.244171,553894241
960,345.822296,495982991
961,346.304443,613124749
962,346.262665,539112026
963,346.220856,791177473
964,346.283081,435659756
965,345.734924,139046371
966,346.217468,472543450
967,346.298920,537209078
968,345.745819,767953258
969,346.300232,572915390
970,346.215149,443045346
971,345.161438,406283976
972,345.710571,250751408
973,346.248291,774491827
974,345.179077,603608136
975,346.264099,150137855
976,346.211823,303729132
977,345.837982,599197396
978,346.281372,121711398
979,346.277771,336482366
980,345.781830,289227098
981,346.256927,49595093
982,346.234894,360692073
983,345.799286,402374499
984,346.237640,652311415
985,346.208649,732266267
986,345.718781,798875024
987,346.242157,771657711
988,345.747437,220230538
989,346.207306,154401229
990,344.719666,570799008
991,345.730499,780099629
992,344.731384,81144064
993,346.256714,199731431
994,345.749603,337694676
995,346.243256,173025321
996,344.761963,86283904
997,345.717590,189238917
998,346.200836,387180283
999,346.213135,200951015
1000,345.829315,317550771
1001,345.689545,475602480
1002,346.222595,380019246
1003,345.739380,286103214
1004,346.264374,27865596
1005,346.193787,118664917
1006,345.259125,760843064
1007,346.236237,177596474
1008,345.621674,500404872
1009,346.265717,247454895
1010,346.232178,198003009
1011,345.737732,773349697
1012,346.233734,341563170
1013,346.206268,62520126
1014,345.699036,601516908
1015,346.200043,371802977
1016,345.645752,16525936
1017,345.666382,120278095
1018,345.671417,358113944
1019,346.220795,517942155
1020,345.714661,408016218
1021,345.694031,384548328
1022,346.224396,45740758
1023,345.841003,264733172
1024,346.238892,452948709
1025,346.210266,754211626
1026,345.701141,105929742
1027,346.250854,743438377
1028,346.197754,12697442
1029,345.789337,593182626
1030,346.343414,726826861
1031,346.205414,182146323
1032,346.253479,37278091
1033,346.267487,62803299
1034,345.722534,350768914
1035,346.229156,497918309
1036,346.211029,635740889
1037,345.674469,355938366
1038,346.226715,73544090
1039,346.201813,399799163
1040,345.691223,493105201
1041,346.269440,4824821
1042,346.217316,334799471
1043,345.698578,569650030
1044,346.233673,560460593
1045,345.666016,681701400
1046,345.783691,435375705
1047,345.700348,719314512
1048,346.194580,747425628
1049,345.687256,341205119
1050,346.259796,760280615
1051,346.226715,149061367
1052,345.760284,107538110
1053,346.263000,323731099
1054,346.187347,590026062
1055,345.580597,90065128
1056,346.247681,371002639
1057,345.650604,531362279
1058,346.186615,365843572
1059,346.191467,359252149
1060,345.668091,37554211
1061,346.262390,238273620
1062,346.260193,121277962
1063,345.686340,22808202
1064,346.293304,80695084
1065,345.642029,142115312
1066,345.765076,334294466
1067,346.260742,366978038
1068,346.191956,262963595
1069,345.778656,189095748
1070,346.306458,474486542
1071,346.221466,196193117
1072,345.689148,667912802
1073,346.262115,193306465
1074,346.220428,22350729
1075,345.754822,310090132
1076,346.272461,247394357
1077,345.680725,482610205
1078,346.204590,522576395
1079,345.716797,17704816
1080,345.668274,266996090
1081,346.198730,472201700
1082,346.279510,129665391
1083,345.695679,787797034
1084,345.645081,682201232
1085,346.208282,427414974
1086,345.693695,418619270
1087,346.205719,99024956
1088,346.213715,720263149
1089,345.705902,653631518
1090,346.225159,579913543
1091,346.214935,180896842
1092,345.786804,614381884
1093,346.249359,728736485
1094,346.240479,537341441
1095,345.741119,689628186
1096,346.275787,93623236
1097,345.683319,276529400
1098,345.759338,691201287
1099,346.235229,326418517
1100,345.704224,516669865
1101,346.197998,252427523
1102,346.153076,408359623
1103,345.672668,350712069
1104,346.200531,456834370
1105,346.211670,200770866
1106,345.683075,104916021
1107,346.216461,300871470
1108,346.229980,124033723
1109,345.699158,280516998
1110,345.642914,347335560
1111,344.756317,758147136
1112,345.149139,387196144
1113,346.252472,627108183
1114,346.203522,244449637
1115,345.188477,84712904
1116,346.227295,552315428
1117,346.200714,766108490
1118,345.691162,332819389
1119,346.236877,327287874
1120,346.195251,735338238
1121,345.674042,324018352
1122,346.442810,640894693
1123,346.010010,726484222
1124,346.552795,360804042
1125,346.208069,388080322
1126,344.250244,477042048
1127,346.348846,351289795
1128,346.461792,770942476
1129,345.754486,164850489
1130,346.274567,463394031
1131,346.218781,280787857
1132,345.693237,486434745
1133,346.254150,473287025
1134,346.210144,622506619
1135,345.225372,545316344
1136,346.261139,51021971
1137,346.203339,660846718
1138,345.806274,168382207
1139,346.243011,207435074
1140,346.236389,572441869
1141,345.710419,568767693
1142,346.280853,14846818
1143,346.297028,143144226
1144,346.315704,788001681
1145,346.266296,417076867
1146,345.712708,329516597
1147,346.235107,43969153
1148,346.201355,449332785
1149,345.702484,345443859
1150,346.239929,235975410
1151,346.173523,59889162
1152,345.723755,284375947
1153,346.232605,794308185
1154,346.232391,276310430
1155,345.694641,380200348
1156,345.912628,687307411
1157,346.248138,396463739
1158,345.726990,548668876
1159,346.257721,442475922
1160,346.237701,454467405
1161,345.771057,556008289
1162,346.189941,575463677
1163,345.242462,259090248
1164,346.289276,215060665
1165,346.441742,26165219
1166,345.871613,115695752
1167,346.416443,783404727
1168,346.485992,689981615
1169,345.890930,529601067
1170,346.443481,358880812
1171,346.445221,140338505
1172,345.925720,145681102
1173,345.801514,637863965
1174,346.256317,356675409
1175,345.685425,607822113
1176,346.501129,700531566
1177,345.799805,395780553
1178,345.718842,42295617
1179,346.218903,118001243
1180,346.191589,254642507
1181,345.711884,165584195
1182,346.217194,167144587
1183,346.220245,595153197
1184,345.775787,771480671
1185,346.191315,721692479
1186,345.603058,344457016
1187,345.801025,81028106
1188,346.177063,781052510
1189,346.063995,225341558
1190,346.331207,23223759
1191,346.187927,334127001
1192,345.664490,382497677
1193,346.240479,768607961
1194,346.239319,586413737
1195,345.689026,113801693
1196,346.257416,46245031
1197,346.205475,143213994
1198,345.743958,341720435
1199,346.241364,710147236
1200,346.170868,601336162
1201,345.805389,74606289
1202,345.641907,193331016
1203,346.202209,38475660
1204,345.731812,520610059
1205,346.187103,330119548
1206,346.205658,346167050
1207,345.749481,456634085
1208,345.629242,670257672
1209,346.207611,802613334
1210,345.727478,362351972
1211,346.214111,747420379
1212,345.698029,80661355
1213,344.784515,61865184
1214,346.205627,590135885
1215,345.679840,276159037
1216,346.264465,195084785
1217,346.221924,74884250
1218,345.677673,21972447
1219,346.225922,132218662
1220,346.210754,88540055
1221,345.669495,695652473
1222,346.224915,802600717
1223,346.207001,135301129
1224,345.797028,53887908
1225,346.188019,272692367
1226,345.608124,267679112
1227,345.763794,348769606
1228,346.220886,403216778
1229,346.250610,218217893
1230,345.278168,762383480
1231,346.235443,450972115
1232,346.186981,786375341
1233,345.712799,258243435
1234,346.217651,228538798
1235,345.681580,108669627
1236,345.651154,193928840
1237,345.672729,533452976
1238,345.720825,356231190
1239,346.225403,382846029
1240,346.204987,313589054
1241,345.666687,97715661
1242,346.279724,730461396
1243,346.206696,389903647
1244,345.668854,14185703
1245,346.242371,633494084
