ID,Exec_time
194,348.003937
195,349.430176
196,347.811401
197,348.216309
198,349.178101
199,349.334442
200,348.443604
201,349.562988
202,348.694916
203,348.936035
204,349.324677
205,348.923065
206,348.749023
207,349.134277
208,348.837494
209,349.693756
210,348.062988
211,348.421234
212,349.366150
213,349.308502
214,348.411560
215,348.858917
216,349.440155
217,349.038574
218,349.328491
219,348.893768
220,348.855042
221,349.523773
222,349.510284
223,348.784393
224,349.605804
225,348.718506
226,349.405334
227,348.797180
228,349.228088
229,349.075867
230,349.293396
231,349.085693
232,349.452545
233,348.292908
234,348.755463
235,348.671204
236,349.228027
237,348.553589
238,349.962708
239,348.642914
240,348.900330
241,348.926727
242,348.662689
243,348.673615
244,349.351501
245,348.465363
246,349.469482
247,348.919861
248,348.835388
249,349.275787
250,348.767212
251,348.349945
252,348.717255
253,349.315155
254,349.160492
255,348.679321
256,349.048401
257,348.848297
258,349.596710
259,349.378204
260,349.019989
261,349.277130
262,349.076965
263,349.539886
264,348.913300
265,348.721863
266,349.320740
267,349.504608
268,348.198425
269,348.792511
270,348.787292
271,349.042267
272,348.755676
273,348.969635
274,348.511780
275,349.246155
276,349.134460
277,348.888306
278,349.377014
279,349.280426
280,349.208221
281,349.511780
282,348.290527
283,349.226776
284,348.808868
285,348.832153
286,348.589905
287,347.218506
288,348.322357
289,347.866089
290,348.426636
291,348.622009
292,348.714691
293,349.454498
294,348.379181
295,350.193573
296,348.821564
297,349.010345
298,349.510742
299,349.104095
300,348.882202
301,348.866119
302,349.077423
303,348.963501
304,348.860535
305,348.105225
306,349.220001
307,348.746948
308,348.802094
309,348.897186
310,349.260437
311,349.143799
312,349.548157
313,348.767426
314,348.410248
315,348.910339
316,349.502014
317,349.031738
318,348.943085
319,348.468201
320,349.471954
321,348.704498
322,349.181732
323,348.801819
324,349.361816
325,348.249420
326,349.414246
327,348.828003
328,348.821564
329,349.009186
330,348.949432
331,348.253998
332,349.163818
333,349.092529
334,348.219421
335,348.812897
336,348.357269
337,348.871613
338,348.501068
339,348.233093
340,349.618713
341,348.787384
342,348.843994
343,349.112854
344,349.572662
345,348.597900
346,349.019745
347,349.323151
348,349.053375
349,348.808990
350,348.705841
351,349.056610
352,349.471985
353,349.296692
354,348.450592
355,349.204224
356,348.747040
357,349.347443
358,348.734619
359,348.748779
360,348.679382
361,349.325348
362,348.455353
363,348.711060
364,348.992371
365,348.802826
366,348.883698
367,348.324463
368,348.252045
369,349.534332
370,349.469055
371,348.979370
372,348.636475
373,349.382690
374,349.057007
375,348.760376
376,348.287384
377,348.887482
378,349.434570
379,349.014587
380,349.477661
381,348.830231
382,348.934265
383,348.753143
384,349.215515
385,348.263977
386,347.764648
387,349.462067
388,348.983185
389,348.894135
390,349.288849
391,348.457855
392,349.448090
393,348.160309
394,349.262390
395,349.179413
396,349.040649
397,349.551514
398,349.465851
399,348.471680
400,349.258972
401,349.541748
402,348.905426
403,348.796173
404,349.240326
405,348.150391
406,349.357727
407,348.772614
408,348.839233
409,349.140442
410,349.432922
411,348.703949
412,348.314209
413,348.512634
414,348.881134
415,348.952423
416,348.485931
417,348.770660
418,349.470642
419,348.823456
420,349.281403
421,348.695251
422,347.947449
423,349.384674
424,349.564056
425,348.468536
426,348.939545
427,349.473206
428,349.000183
429,349.769470
430,348.799683
431,349.332764
432,349.488007
433,348.867523
434,348.925323
435,349.034668
436,348.289673
437,349.346680
438,348.844818
439,348.214844
440,348.656982
441,349.392517
442,348.407074
443,348.823425
444,349.142395
445,348.160919
446,349.430389
447,349.312531
448,348.861298
449,348.673431
450,348.894592
451,349.336853
452,348.042297
453,348.741760
454,348.882080
455,349.486237
456,348.406647
457,349.088623
458,348.733551
459,348.777771
460,348.683960
461,348.767914
462,348.150635
463,349.229553
464,349.558380
465,349.128387
466,349.391541
467,349.309143
468,349.499939
469,349.346069
470,346.765778
471,348.841949
472,349.506287
473,348.912415
474,349.270721
475,348.874298
476,348.187653
477,349.473297
478,349.393555
479,348.426178
480,348.499512
481,349.466644
482,349.171692
483,348.289551
484,349.105469
485,348.152039
486,349.514587
487,348.394379
488,348.321625
489,348.867798
490,348.988678
491,348.772156
492,349.244934
493,348.460052
494,349.195557
495,349.464294
496,349.012573
497,348.700134
498,349.275848
499,348.959656
500,349.447662
501,348.928772
502,348.583374
503,348.975861
504,349.391846
505,348.756958
506,348.962677
507,347.912537
508,349.226379
509,349.965668
510,349.098846
511,348.747742
512,349.560394
513,349.039795
514,349.540833
515,348.675903
516,347.933746
517,349.535278
518,349.478241
519,348.253815
520,348.940094
521,349.574738
522,348.520721
523,349.325317
524,348.872833
525,349.296295
526,349.287292
527,348.912262
528,348.909271
529,349.302887
530,348.557434
531,349.570007
532,348.996582
533,348.410797
534,348.897125
535,348.773102
536,348.168335
537,349.340607
538,348.669403
539,348.845642
540,349.548828
541,349.672974
542,348.739044
543,349.306458
544,348.357147
545,348.792358
546,348.742859
547,348.537903
548,349.033447
549,349.451202
550,348.157440
551,349.407379
552,348.640839
553,348.757660
554,348.855927
555,349.295380
556,348.381989
557,349.525604
558,349.577728
559,347.510620
560,348.293335
561,349.265869
562,349.474182
563,349.563599
564,348.788757
565,349.409180
566,348.989685
567,348.518066
568,349.454163
569,349.198730
570,348.880341
571,349.611267
572,350.087769
573,348.607422
574,348.741486
575,348.831879
576,349.167175
577,348.852814
578,349.087463
579,348.542511
580,349.518677
581,348.894104
582,349.564789
583,348.522552
584,348.879608
585,349.173248
586,349.558838
587,348.570526
588,348.097687
589,348.646027
590,349.171661
591,348.958740
592,349.186829
593,348.172546
594,349.874603
595,349.092590
596,349.267242
597,348.731689
598,349.473389
599,349.330078
600,349.097107
601,348.933533
602,349.266052
603,349.696930
604,348.374084
605,349.461029
606,348.994293
607,348.907867
608,349.022125
609,350.133087
610,348.582428
611,349.437073
612,348.795654
613,347.727325
614,349.098755
615,349.425629
616,348.702148
617,349.494110
618,348.594208
619,349.000885
620,348.996399
621,349.003540
622,349.157684
623,350.157043
624,346.809662
625,347.969635
626,348.712250
627,349.056122
628,349.044067
629,349.071625
630,349.043243
631,349.730743
632,348.855072
633,348.401093
634,349.490875
635,349.543732
636,349.038696
637,347.442017
638,348.128357
639,349.419128
640,349.126282
641,348.325195
642,348.779144
643,349.015869
644,349.194977
645,349.139648
646,348.797699
647,348.488495
648,349.453339
649,348.961578
650,347.931213
651,349.217102
652,349.483795
653,347.942535
654,349.224396
655,349.617554
656,349.399292
657,349.533478
658,349.408508
659,349.089905
660,348.880737
661,348.571930
662,349.711334
663,349.141357
664,348.510193
665,349.184448
666,350.383698
667,349.097992
668,349.508698
669,347.537964
670,349.028534
671,349.623199
672,349.686584
673,347.950317
674,348.673981
675,349.234528
676,349.608032
677,350.050201
678,348.039642
679,349.406403
680,350.414337
681,348.893280
682,349.054657
683,349.398590
684,348.758942
685,349.622589
686,349.132141
687,348.591736
688,349.260864
689,348.287964
690,348.485748
691,349.254730
692,349.239044
693,348.874756
694,349.592621
695,349.081909
696,349.015594
697,349.389374
698,348.761139
699,348.885468
700,349.098450
701,348.537109
702,349.138550
703,349.506592
704,348.616211
705,348.180237
706,349.164001
707,348.976196
708,349.176636
709,349.115448
710,348.441620
711,349.548370
712,347.620544
713,349.473480
714,348.877777
715,348.622772
716,349.577881
717,348.342621
718,348.044617
719,348.902618
720,349.626129
721,348.987122
722,348.625031
723,349.775269
724,348.930969
725,349.497742
726,349.671783
727,348.499115
728,349.354492
729,349.043823
730,349.651428
731,349.168793
732,348.474884
733,349.072968
734,349.569336
735,348.649139
736,349.236328
737,349.286530
738,348.912109
739,349.747711
740,349.373444
741,348.410980
742,349.439636
743,349.024780
744,349.288605
745,348.962555
746,348.314758
747,348.535309
748,349.528320
749,348.479309
750,349.582886
751,349.053558
752,349.200195
753,349.462677
754,349.637787
755,348.468781
756,349.262299
757,349.561646
758,348.942932
759,349.358429
760,349.717834
761,348.927795
762,349.629028
763,349.017517
764,348.562347
765,350.231323
766,349.125916
767,349.740326
768,349.039124
769,348.496460
770,348.920959
771,349.518524
772,348.402893
773,349.519257
774,349.046173
775,348.855988
776,349.528931
777,349.661469
778,348.518402
779,349.460907
780,349.684967
781,348.962982
782,348.569244
783,349.455994
784,348.251709
785,349.499573
786,348.612091
787,349.434113
788,348.874603
789,349.313446
790,348.545319
791,349.763519
792,348.327484
793,349.456055
794,350.103882
795,349.135254
796,349.054626
797,349.219086
798,349.028381
799,349.150818
800,348.803772
801,348.788757
802,348.833069
803,349.613007
804,349.478119
805,349.048889
806,349.079742
807,349.180511
808,349.697662
809,348.116730
810,349.015167
811,349.552429
812,349.167603
813,349.164673
814,350.002350
815,348.902039
816,349.483582
817,349.727356
818,349.273102
819,348.952698
820,349.965454
821,348.588348
822,349.559265
823,348.497070
824,348.985138
825,348.991638
826,349.071991
827,348.889313
828,349.528046
829,348.292755
830,349.062195
831,349.204865
832,349.157715
833,348.721222
834,348.524506
835,349.303406
836,349.032501
837,350.105164
838,348.457336
839,349.414337
840,349.106262
841,348.940338
842,349.115204
843,348.941559
844,348.868286
845,349.562164
846,348.600525
847,348.862976
848,348.909271
849,349.217468
850,349.132996
851,349.789337
852,348.434326
853,349.631653
854,349.083862
855,349.205627
856,349.026245
857,348.935638
858,348.726593
859,349.567444
860,348.875031
861,349.160736
862,349.658813
863,348.921539
864,348.890991
865,349.123932
866,348.809509
867,349.484558
868,349.602814
869,348.587555
870,348.877563
871,349.538605
872,348.952087
873,349.104370
874,348.950134
875,348.321442
876,349.633453
877,348.584717
878,348.919922
879,348.572052
880,349.235291
881,349.491486
882,349.625275
883,348.593262
884,349.432617
885,349.548492
886,347.752899
887,349.100128
888,349.860107
889,348.595459
890,349.670502
891,349.187347
892,347.151947
893,348.898407
894,350.169250
895,348.587555
896,349.122559
897,348.269348
898,349.806152
899,349.691345
900,349.244232
901,348.444916
902,348.940643
903,349.179474
904,349.536499
905,349.367645
906,348.605255
907,348.371094
908,350.067627
909,349.123291
910,348.804443
911,349.434937
912,348.810486
913,349.553314
914,349.057037
915,349.081757
916,349.630188
917,349.212128
918,349.093994
919,348.985992
920,348.420929
921,349.318420
922,349.737030
923,348.873596
924,348.968170
925,348.794617
926,349.025818
927,349.589539
928,348.880005
929,348.371490
930,349.085022
931,349.540283
932,348.439087
933,349.009491
934,348.876190
935,349.436859
936,349.075073
937,349.021149
938,348.428101
939,349.305267
940,349.181396
941,349.679138
942,349.018036
943,348.578674
944,349.504669
945,349.585480
946,349.163300
947,349.211609
948,349.401306
949,347.744904
950,349.547821
951,349.067596
952,348.974487
953,349.293182
954,348.928650
955,348.573822
956,349.062500
957,348.601685
958,349.452637
959,348.972473
960,348.526245
961,349.035187
962,349.355194
963,347.180054
964,347.996552
965,349.703278
966,349.003784
967,349.491364
968,348.202850
969,348.657562
970,349.451996
971,349.091309
972,349.649292
973,349.020172
974,348.317749
975,348.963593
976,349.414062
977,348.440613
978,349.189911
979,349.167725
980,349.198181
981,348.861450
982,349.664032
983,348.053833
984,349.632233
985,349.531799
986,348.928406
987,348.902222
988,348.557465
989,348.722412
990,349.624298
991,348.470001
992,348.777740
993,349.367371
994,349.041962
995,349.283539
996,349.044586
997,348.030487
998,349.111908
999,349.536316
1000,348.455414
1001,348.972778
1002,348.766235
1003,349.222137
1004,349.104004
1005,348.985138
1006,348.346313
1007,349.415894
1008,350.161896
1009,349.372284
1010,349.039368
1011,348.903412
1012,349.087524
1013,349.646698
1014,348.455109
1015,349.414246
1016,348.988342
1017,349.027466
1018,348.798462
1019,349.671478
1020,348.503937
1021,349.544189
1022,349.606659
1023,349.130005
1024,349.015991
1025,349.021637
1026,349.069580
1027,349.018280
1028,349.039032
1029,348.463074
1030,349.549652
1031,349.161591
1032,349.051361
1033,348.924835
1034,348.883331
1035,349.601990
1036,349.780090
1037,348.434052
1038,349.442169
1039,349.235809
1040,349.080750
1041,348.903931
1042,347.290405
1043,348.397247
1044,349.455688
1045,348.952026
1046,348.803162
1047,348.282959
1048,348.923035
1049,349.672363
1050,349.220459
1051,349.185883
1052,349.430206
1053,349.079987
1054,349.079102
1055,349.038727
1056,349.464081
1057,348.081818
1058,349.680450
1059,349.053345
1060,348.945190
1061,348.862457
1062,349.714355
1063,348.664154
1064,349.689209
1065,349.559906
1066,349.240204
1067,349.744690
1068,348.987396
1069,348.802094
1070,349.458191
1071,349.066833
1072,349.574554
1073,349.518707
1074,348.595093
1075,349.470825
1076,348.632324
1077,349.277496
1078,349.132629
1079,349.866547
1080,348.298279
1081,349.470703
1082,349.103058
1083,348.531586
1084,349.340027
1085,349.187134
1086,349.491058
1087,349.476135
1088,348.226715
1089,349.599304
1090,349.452301
1091,349.231506
1092,348.800049
1093,350.386047
1094,349.045898
1095,349.582123
1096,349.643433
1097,348.710785
1098,349.382690
1099,349.684692
1100,348.743317
1101,349.071320
1102,349.445190
1103,349.335663
1104,349.507538
1105,348.387177
1106,349.419434
1107,349.449097
1108,348.944305
1109,348.887390
1110,349.584320
1111,348.135223
1112,349.402069
1113,349.447815
1114,349.291473
1115,348.828369
1116,349.435333
1117,347.858734
1118,349.663574
1119,348.842865
1120,348.336670
1121,348.710114
1122,349.634918
1123,348.821014
1124,349.755188
1125,348.446259
1126,348.007080
1127,349.185150
1128,349.056305
1129,348.915192
1130,349.192505
1131,349.027405
1132,349.588959
1133,348.986511
1134,348.618073
1135,349.740173
1136,349.821228
1137,349.122375
1138,349.084961
1139,349.457611
1140,349.732513
1141,349.606812
1142,348.439941
1143,349.102997
1144,349.023590
1145,349.205353
1146,349.175140
1147,348.863708
1148,348.904236
1149,347.928986
1150,349.214264
1151,349.214630
1152,349.137573
1153,348.850220
1154,349.219757
1155,349.618195
1156,348.981018
1157,348.726654
1158,349.241791
1159,348.922913
1160,348.908936
1161,349.088989
1162,348.406586
1163,348.893829
1164,349.141632
1165,348.773926
1166,349.006866
1167,349.662415
1168,349.002350
1169,349.576263
1170,348.999176
1171,348.602966
1172,349.760834
1173,349.577362
1174,348.540131
1175,349.222778
1176,349.698120
1177,349.563324
1178,348.221802
1179,349.113586
1180,349.350403
1181,349.094940
1182,349.025665
1183,349.066162
1184,348.965912
1185,348.489166
1186,349.633972
1187,349.076813
1188,348.521057
1189,348.864319
1190,349.311737
1191,348.511902
1192,349.418274
1193,349.227814
1194,348.850891
1195,349.631805
1196,347.524536
1197,349.005096
1198,349.410919
1199,348.523438
1200,349.531677
1201,348.519165
1202,348.698486
1203,349.297546
1204,349.510559
1205,348.263977
1206,349.173218
1207,347.356262
1208,349.117554
1209,348.989746
1210,349.677795
1211,348.326721
1212,349.638550
1213,349.559753
1214,349.709839
1215,348.359650
1216,348.400024
1217,349.466125
1218,349.547516
1219,348.236542
1220,349.229095
1221,349.372620
1222,349.423981
1223,349.700897
1224,348.988556
1225,348.568420
1226,349.211639
1227,349.400146
1228,348.696747
1229,348.901428
1230,348.833923
1231,347.565979
1232,348.841156
1233,348.764191
1234,349.148834
1235,349.288269
1236,349.869507
1237,349.668884
1238,347.982269
1239,348.878967
1240,348.951996
1241,348.121582
1242,348.540802
1243,349.457703
1244,349.086975
1245,349.030334
1246,348.447815
1247,349.459290
1248,347.953766
1249,349.440704
1250,349.053009
1251,349.127869
1252,348.913177
1253,349.153259
1254,348.845734
1255,349.454041
1256,348.461975
1257,349.447662
1258,349.653107
1259,348.955872
1260,348.904633
1261,348.836029
1262,348.560883
1263,349.684967
1264,349.156799
1265,348.626221
1266,349.464630
1267,349.633972
1268,349.092072
1269,349.089600
1270,349.006561
1271,348.838409
1272,349.613525
1273,348.382599
1274,348.851044
1275,349.694855
1276,349.008728
1277,348.936737
1278,349.628754
1279,349.466339
1280,349.420166
1281,348.982117
1282,348.955597
1283,348.814392
1284,349.429535
1285,348.326324
1286,349.693329
1287,348.992706
1288,348.844360
1289,348.312988
1290,348.992645
1291,349.433014
1292,349.442566
1293,349.179932
1294,349.129669
1295,349.541595
1296,348.953308
1297,348.946716
1298,349.220184
1299,349.134888
1300,349.535675
1301,348.865570
1302,349.041931
1303,348.362152
1304,349.774963
1305,349.096954
1306,349.734802
1307,349.583252
1308,349.177856
1309,349.623535
1310,348.355042
1311,348.504211
1312,349.273956
1313,349.012207
1314,349.144806
1315,349.068146
1316,348.482635
1317,349.692841
1318,349.470184
1319,349.058838
1320,349.025635
1321,348.952179
1322,349.259766
1323,349.732056
1324,349.001007
1325,348.895081
1326,348.969666
1327,349.067108
1328,349.206635
1329,349.273499
1330,348.258087
1331,349.702637
1332,349.643585
1333,348.412659
1334,349.415314
1335,349.656128
1336,349.359467
1337,348.946991
1338,348.833862
1339,348.796234
1340,349.247437
1341,348.850586
1342,349.140808
1343,348.865082
1344,349.404541
1345,349.529419
1346,349.424194
1347,348.544098
1348,349.376556
1349,349.006287
1350,348.144958
1351,349.134430
1352,348.933105
1353,348.500458
1354,349.466156
1355,349.120483
1356,349.287079
1357,348.744568
1358,349.428253
1359,349.277191
1360,349.600586
1361,348.830261
1362,347.937958
1363,349.127136
1364,349.291870
1365,349.418365
1366,348.863892
1367,349.216980
1368,349.649231
1369,349.666565
1370,348.461670
1371,349.390381
1372,349.678406
1373,349.266174
1374,348.981628
1375,348.990509
1376,348.457214
1377,349.744659
1378,349.106201
1379,348.347473
1380,349.238068
1381,349.425568
1382,349.713745
1383,349.526978
1384,348.598663
1385,349.458893
1386,349.151520
1387,349.161377
1388,348.867767
1389,349.438110
1390,348.540680
1391,349.556091
1392,349.018250
1393,349.856354
1394,348.966339
1395,349.384827
1396,349.160797
1397,349.514771
1398,349.065125
1399,348.678772
1400,349.467224
1401,349.058105
1402,348.791443
1403,349.250793
1404,349.130676
1405,349.104156
1406,349.477509
1407,348.344940
1408,349.419678
1409,349.457642
1410,348.687012
1411,348.922180
1412,349.015778
1413,348.438263
1414,349.555328
1415,347.630432
1416,348.528259
1417,349.244293
1418,349.567566
1419,348.873413
1420,349.593567
1421,348.042603
1422,349.471191
1423,348.021820
1424,349.110931
1425,348.870392
1426,349.476532
1427,348.591003
1428,349.562164
1429,348.911652
1430,348.994080
1431,349.184265
1432,349.488220
1433,348.595001
1434,349.641998
1435,348.454468
1436,349.140717
1437,349.248779
1438,349.321930
1439,348.911194
1440,349.243011
1441,349.141754
1442,349.701172
1443,349.044128
1444,348.720184
1445,349.499725
1446,349.137787
1447,348.097931
1448,349.275391
1449,349.399719
1450,348.739655
1451,349.747009
1452,349.129547
1453,348.893524
1454,349.673431
1455,349.533752
1456,348.937531
1457,348.684326
1458,348.479858
1459,349.075684
1460,349.031433
1461,347.717438
1462,349.139801
1463,349.423431
1464,349.750977
1465,349.655029
1466,348.853485
1467,348.439941
1468,349.478271
1469,349.640839
1470,348.646088
1471,348.559174
1472,349.084747
1473,349.256958
1474,348.955078
1475,348.988586
1476,349.001740
1477,349.768829
1478,348.910706
1479,349.755859
1480,349.045013
1481,348.274750
1482,349.531982
1483,349.475220
1484,348.318329
1485,349.123169
1486,349.480774
1487,349.113159
1488,349.035095
1489,348.791412
1490,348.946442
1491,349.348022
1492,349.658691
1493,349.067139
1494,349.440094
1495,348.233429
1496,349.552979
1497,348.803589
1498,348.429626
1499,349.059143
1500,349.594696
1501,348.467682
1502,347.318268
1503,348.937378
1504,348.879761
1505,349.223236
1506,349.600311
1507,349.183319
1508,349.424744
1509,349.049164
1510,349.222595
1511,348.855682
1512,349.470978
1513,349.244019
1514,349.469391
1515,348.365356
1516,348.787872
1517,348.814087
1518,349.135071
1519,349.124817
1520,349.834290
1521,349.204590
1522,349.229309
1523,349.721710
1524,349.122345
1525,348.836609
1526,348.593567
1527,348.581451
1528,349.484772
1529,348.263489
1530,348.683044
1531,349.193939
1532,349.085236
1533,349.318939
1534,348.944916
1535,347.580536
1536,348.991302
1537,349.669342
1538,348.531036
1539,348.980988
1540,349.056671
1541,349.243774
1542,348.881348
1543,348.789093
1544,348.559143
1545,349.487061
1546,349.067871
1547,348.888428
1548,348.817017
1549,349.856567
1550,349.445831
1551,349.462555
1552,348.415283
1553,348.862396
1554,349.636719
1555,349.178009
1556,348.284760
1557,349.032074
1558,347.754181
1559,349.486572
1560,348.936340
1561,348.458862
1562,348.824280
1563,349.544800
1564,350.164581
1565,349.247009
1566,349.463928
1567,348.444397
1568,349.500793
1569,348.000488
1570,349.505310
1571,348.543396
1572,349.212097
1573,348.823730
1574,349.151978
1575,348.327240
1576,349.435822
1577,349.020691
1578,349.895782
1579,349.095703
1580,349.440430
1581,348.638550
1582,349.493225
1583,349.163025
1584,348.321991
1585,349.309662
1586,349.595795
1587,349.504395
1588,349.873077
1589,348.427399
1590,349.682312
1591,349.695862
1592,348.958405
1593,348.952026
1594,349.076508
1595,349.171051
1596,349.646210
1597,348.999908
1598,348.568024
1599,349.440979
1600,349.478607
1601,349.046661
1602,348.886230
1603,348.890045
1604,349.053711
1605,349.568390
1606,348.491638
1607,349.228638
1608,349.342072
1609,349.268097
1610,348.892273
1611,348.963379
1612,348.035980
1613,349.480896
1614,348.986298
1615,349.099548
1616,349.093933
1617,349.477814
1618,348.673004
1619,349.676178
1620,349.202972
1621,349.716675
1622,347.635956
1623,349.718933
1624,347.456665
1625,348.805695
1626,348.594666
1627,349.453125
1628,348.828491
1629,348.955811
1630,348.966461
1631,349.666473
1632,349.156219
1633,349.646149
1634,348.891571
1635,348.939697
1636,348.921539
1637,349.666229
1638,348.076538
1639,349.125793
1640,349.598602
1641,349.119263
1642,349.581787
1643,347.510742
1644,349.505249
1645,349.685852
1646,349.017639
1647,349.134430
1648,349.257996
1649,348.718872
1650,349.500183
1651,347.552795
1652,348.527405
1653,347.600403
1654,349.534302
1655,348.566284
1656,348.761932
1657,348.953613
1658,347.991089
1659,349.666626
1660,349.341278
1661,349.160950
1662,349.472595
1663,349.366394
1664,349.578278
1665,349.126038
1666,348.784790
1667,348.620819
1668,349.440094
1669,348.502014
1670,349.369141
1671,348.907654
1672,349.063751
1673,348.912872
1674,349.466248
1675,347.931183
1676,349.442108
1677,349.638763
1678,349.785461
1679,349.068878
1680,348.828705
1681,349.504059
1682,349.712799
1683,348.761749
1684,349.103119
1685,349.322235
1686,348.929871
1687,349.461029
1688,348.969971
1689,348.937347
1690,349.166534
1691,349.648376
1692,348.636780
1693,349.007690
1694,349.117645
1695,348.888275
1696,349.159454
1697,350.089600
1698,348.813019
1699,349.405426
1700,349.138519
1701,349.840332
1702,349.099518
1703,348.702759
1704,348.791046
1705,348.963531
1706,348.626953
1707,349.693451
1708,349.106598
1709,349.014740
1710,348.971191
1711,349.743011
1712,346.892792
1713,349.681000
1714,349.587524
1715,349.024750
1716,348.376709
1717,348.866364
1718,349.717560
1719,349.735870
1720,348.757996
1721,348.826660
1722,348.806854
1723,349.175385
1724,349.486206
1725,348.746887
1726,348.890442
1727,349.794922
1728,349.484833
1729,348.479126
1730,348.951630
1731,348.826385
1732,349.243988
1733,349.114319
1734,348.789154
1735,349.213409
1736,349.408875
1737,349.075745
1738,349.413391
1739,349.189117
1740,348.870850
1741,349.149445
1742,349.612885
1743,348.365143
1744,349.427582
1745,349.108032
1746,349.016052
1747,348.858856
1748,348.453644
1749,348.739319
1750,349.554260
1751,349.115723
1752,349.284180
1753,348.862396
1754,349.290649
1755,348.526550
1756,349.696503
1757,348.403015
1758,349.275360
1759,349.450531
1760,349.137878
1761,349.247223
1762,348.391510
1763,349.061035
1764,349.488617
1765,349.485870
1766,348.544556
1767,349.382751
1768,348.611237
1769,349.188629
1770,349.120758
1771,349.030182
1772,348.952606
1773,349.596191
1774,348.503754
1775,349.788177
1776,349.172455
1777,349.014252
1778,349.168396
1779,349.686340
1780,348.342804
1781,349.369049
1782,349.156616
1783,349.219208
1784,348.783417
1785,349.378876
1786,348.488495
1787,348.947266
1788,348.849152
1789,348.827698
1790,349.449371
1791,349.550537
1792,350.440857
1793,348.481323
1794,348.905670
1795,348.647034
1796,349.601624
1797,348.393707
1798,349.428558
1799,349.068146
1800,349.111053
1801,348.290070
1802,349.597900
1803,348.809021
1804,349.372223
1805,349.193451
1806,349.284637
1807,349.057617
1808,349.363892
1809,348.194946
1810,349.366699
1811,348.572876
1812,349.076569
1813,348.377350
1814,349.167999
1815,349.054932
1816,348.876221
1817,347.797302
1818,349.599518
1819,349.342255
1820,348.931274
1821,348.871277
1822,349.335358
1823,349.118530
1824,349.716858
1825,349.020050
1826,348.810638
1827,349.716553
1828,349.661438
1829,349.342285
1830,348.933319
1831,348.782867
1832,349.658112
1833,349.721954
1834,348.547729
1835,348.999359
1836,349.245911
1837,349.253235
1838,348.937378
1839,349.105408
1840,347.240295
1841,348.034149
1842,348.356781
1843,348.120850
1844,348.496674
1845,349.572540
1846,349.229462
1847,349.698029
1848,348.866028
1849,348.763947
1850,349.711700
1851,349.033691
1852,348.886200
1853,348.965973
1854,348.424652
1855,349.654449
1856,349.190613
1857,348.385620
1858,348.852692
1859,349.712830
1860,349.251892
1861,349.753571
1862,349.036407
1863,348.261536
1864,349.638641
1865,349.805481
1866,348.590210
1867,349.369263
1868,349.056366
1869,349.665344
1870,349.372253
1871,348.694855
1872,349.395447
