KernelID,SMnum,Blocknum,BlockID,SMID,Start_time,End_time,Exec_time
0,6,96,0,0,22013.791016,22213.791016,200.000000
0,6,96,1,0,22013.791016,22213.791016,200.000000
0,6,96,2,2,22058.998047,22258.998047,200.000000
0,6,96,3,2,22058.998047,22258.998047,200.000000
0,6,96,4,4,22098.984375,22298.984375,200.000000
0,6,96,5,4,22098.984375,22298.984375,200.000000
0,6,96,6,1,22013.791016,22213.791016,200.000000
0,6,96,7,1,22013.791016,22213.791016,200.000000
0,6,96,8,3,22058.998047,22258.998047,200.000000
0,6,96,9,3,22058.998047,22258.998047,200.000000
0,6,96,10,5,22098.984375,22298.984375,200.000000
0,6,96,11,5,22098.984375,22298.984375,200.000000
0,6,96,12,0,22013.791016,22213.791016,200.000000
0,6,96,13,0,22013.791016,22213.791016,200.000000
0,6,96,14,2,22058.998047,22258.998047,200.000000
0,6,96,15,2,22058.998047,22258.998047,200.000000
0,6,96,16,4,22098.984375,22298.984375,200.000000
0,6,96,17,4,22098.984375,22298.984375,200.000000
0,6,96,18,1,22013.791016,22213.791016,200.000000
0,6,96,19,1,22013.791016,22213.791016,200.000000
0,6,96,20,3,22058.998047,22258.998047,200.000000
0,6,96,21,3,22058.998047,22258.998047,200.000000
0,6,96,22,5,22098.984375,22298.984375,200.000000
0,6,96,23,5,22098.984375,22298.984375,200.000000
0,6,96,24,0,22013.791016,22213.791016,200.000000
0,6,96,25,0,22013.791016,22213.791016,200.000000
0,6,96,26,2,22058.998047,22258.998047,200.000000
0,6,96,27,2,22058.998047,22258.998047,200.000000
0,6,96,28,4,22098.984375,22298.984375,200.000000
0,6,96,29,4,22098.984375,22298.984375,200.000000
0,6,96,30,1,22013.791016,22213.791016,200.000000
0,6,96,31,1,22013.791016,22213.791016,200.000000
0,6,96,32,3,22058.998047,22258.998047,200.000000
0,6,96,33,3,22058.998047,22258.998047,200.000000
0,6,96,34,5,22098.984375,22298.984375,200.000000
0,6,96,35,5,22098.984375,22298.984375,200.000000
0,6,96,36,0,22013.791016,22213.791016,200.000000
0,6,96,37,0,22013.791016,22213.791016,200.000000
0,6,96,38,2,22058.998047,22258.998047,200.000000
0,6,96,39,4,22098.984375,22298.984375,200.000000
0,6,96,40,1,22013.791016,22213.791016,200.000000
0,6,96,41,3,22058.998047,22258.998047,200.000000
0,6,96,42,5,22098.984375,22298.984375,200.000000
0,6,96,43,2,22058.998047,22258.998047,200.000000
0,6,96,44,4,22098.984375,22298.984375,200.000000
0,6,96,45,1,22013.791016,22213.791016,200.000000
0,6,96,46,3,22058.998047,22258.998047,200.000000
0,6,96,47,5,22098.984375,22298.984375,200.000000
0,6,96,48,0,22013.791016,22213.791016,200.000000
0,6,96,49,2,22058.998047,22258.998047,200.000000
0,6,96,50,4,22098.984375,22298.984375,200.000000
0,6,96,51,1,22013.791016,22213.791016,200.000000
0,6,96,52,3,22058.998047,22258.998047,200.000000
0,6,96,53,5,22098.984375,22298.984375,200.000000
0,6,96,54,0,22013.791016,22213.791016,200.000000
0,6,96,55,2,22058.998047,22258.998047,200.000000
0,6,96,56,4,22098.984375,22298.984375,200.000000
0,6,96,57,1,22013.791016,22213.791016,200.000000
0,6,96,58,3,22058.998047,22258.998047,200.000000
0,6,96,59,5,22098.984375,22298.984375,200.000000
0,6,96,60,0,22013.791016,22213.791016,200.000000
0,6,96,61,2,22058.998047,22258.998047,200.000000
0,6,96,62,4,22098.984375,22298.984375,200.000000
0,6,96,63,1,22013.791016,22213.791016,200.000000
0,6,96,64,3,22058.998047,22258.998047,200.000000
0,6,96,65,5,22098.984375,22298.984375,200.000000
0,6,96,66,0,22013.791016,22213.791016,200.000000
0,6,96,67,2,22058.998047,22258.998047,200.000000
0,6,96,68,4,22098.984375,22298.984375,200.000000
0,6,96,69,1,22013.791016,22213.791016,200.000000
0,6,96,70,3,22058.998047,22258.998047,200.000000
0,6,96,71,5,22098.984375,22298.984375,200.000000
0,6,96,72,0,22013.791016,22213.791016,200.000000
0,6,96,73,2,22058.998047,22258.998047,200.000000
0,6,96,74,4,22098.984375,22298.984375,200.000000
0,6,96,75,1,22013.791016,22213.791016,200.000000
0,6,96,76,3,22058.998047,22258.998047,200.000000
0,6,96,77,5,22098.984375,22298.984375,200.000000
0,6,96,78,0,22013.791016,22213.791016,200.000000
0,6,96,79,2,22058.998047,22258.998047,200.000000
0,6,96,80,4,22098.984375,22298.984375,200.000000
0,6,96,81,1,22013.791016,22213.791016,200.000000
0,6,96,82,3,22058.998047,22258.998047,200.000000
0,6,96,83,5,22098.984375,22298.984375,200.000000
0,6,96,84,0,22013.791016,22213.791016,200.000000
0,6,96,85,2,22058.998047,22258.998047,200.000000
0,6,96,86,4,22098.984375,22298.984375,200.000000
0,6,96,87,1,22013.791016,22213.791016,200.000000
0,6,96,88,3,22058.998047,22258.998047,200.000000
0,6,96,89,5,22098.984375,22298.984375,200.000000
0,6,96,90,0,22013.791016,22213.791016,200.000000
0,6,96,91,2,22058.998047,22258.998047,200.000000
0,6,96,92,4,22098.984375,22298.984375,200.000000
0,6,96,93,1,22013.791016,22213.791016,200.000000
0,6,96,94,3,22058.998047,22258.998047,200.000000
0,6,96,95,5,22098.984375,22298.984375,200.000000
1,4,64,0,0,22013.783203,22213.783203,200.000000
1,4,64,1,0,22013.783203,22213.783203,200.000000
1,4,64,2,2,22058.988281,22258.990234,200.001953
1,4,64,3,2,22058.988281,22258.990234,200.001953
1,4,64,4,1,22013.783203,22213.783203,200.000000
1,4,64,5,3,22058.988281,22258.990234,200.001953
