KernelID,SMnum,Blocknum,BlockID,SMID,Start_time,End_time,Exec_time
3,4,33,19,3,135382.281250,135382.296875,0.015625
3,4,33,20,2,135382.281250,135382.296875,0.015625
3,4,33,21,1,135337.140625,135337.156250,0.015625
3,4,33,22,2,135382.281250,135382.296875,0.015625
3,4,33,23,2,135382.281250,135382.296875,0.015625
3,4,33,24,1,135337.250000,135337.265625,0.015625
3,4,33,25,3,135382.375000,135382.390625,0.015625
3,4,33,26,0,135337.250000,135337.265625,0.015625
3,4,33,27,0,135337.250000,135337.265625,0.015625
3,4,33,28,1,135337.250000,135337.265625,0.015625
3,4,33,29,2,135382.375000,135382.390625,0.015625
3,4,33,30,1,135337.250000,135337.265625,0.015625
3,4,33,31,0,135337.250000,135337.265625,0.015625
3,4,33,32,2,135382.375000,135382.390625,0.015625
