KernelID,SMnum,Blocknum,BlockID,SMID,Start_time,End_time,Exec_time
0,6,36,0,0,22453.818359,25078.386719,2624.568359
0,6,36,1,2,22499.812500,25124.427734,2624.615234
0,6,36,2,4,22539.599609,25164.205078,2624.605469
0,6,36,3,1,22453.818359,25078.388672,2624.570312
0,6,36,4,3,22499.812500,25124.427734,2624.615234
0,6,36,5,5,22539.599609,25164.205078,2624.605469
0,6,36,6,0,22453.818359,25078.386719,2624.568359
0,6,36,7,2,22499.812500,25124.427734,2624.615234
0,6,36,8,4,22539.599609,25164.205078,2624.605469
0,6,36,9,1,22453.818359,25078.386719,2624.568359
0,6,36,10,3,22499.812500,25124.427734,2624.615234
0,6,36,11,5,22539.599609,25164.205078,2624.605469
0,6,36,12,0,22453.818359,25078.386719,2624.568359
0,6,36,13,2,22499.812500,25124.427734,2624.615234
0,6,36,14,4,22539.599609,25164.205078,2624.605469
0,6,36,15,1,22453.818359,25078.388672,2624.570312
0,6,36,16,3,22499.812500,25124.427734,2624.615234
0,6,36,17,5,22539.599609,25164.205078,2624.605469
0,6,36,18,3,25124.472656,27738.962891,2614.490234
0,6,36,19,3,25124.472656,27738.962891,2614.490234
0,6,36,20,2,25124.474609,27738.962891,2614.488281
0,6,36,21,2,25124.474609,27738.964844,2614.490234
0,6,36,22,3,25124.474609,27738.964844,2614.490234
0,6,36,23,2,25124.476562,27738.964844,2614.488281
0,6,36,24,5,25164.250000,27778.736328,2614.486328
0,6,36,25,5,25164.250000,27778.738281,2614.488281
0,6,36,26,4,25164.250000,27778.738281,2614.488281
0,6,36,27,4,25164.251953,27778.738281,2614.486328
0,6,36,28,4,25164.251953,27778.738281,2614.486328
0,6,36,29,5,25164.251953,27778.738281,2614.486328
0,6,36,30,1,25078.427734,27692.890625,2614.462891
0,6,36,31,1,25078.427734,27692.890625,2614.462891
0,6,36,32,0,25078.427734,27692.890625,2614.462891
0,6,36,33,1,25078.429688,27692.892578,2614.462891
0,6,36,34,0,25078.429688,27692.890625,2614.460938
0,6,36,35,0,25078.429688,27692.892578,2614.462891
1,4,24,0,0,22455.693359,23770.000000,1314.306641
1,4,24,1,2,22501.687500,23816.017578,1314.330078
1,4,24,2,1,22455.693359,23770.000000,1314.306641
1,4,24,3,3,22501.687500,23816.017578,1314.330078
1,4,24,4,0,22455.693359,23770.000000,1314.306641
1,4,24,5,2,22501.687500,23816.015625,1314.328125
1,4,24,6,1,22455.693359,23770.000000,1314.306641
1,4,24,7,3,22501.687500,23816.015625,1314.328125
1,4,24,8,0,22455.693359,23770.000000,1314.306641
1,4,24,9,2,22501.687500,23816.017578,1314.330078
1,4,24,10,1,22455.693359,23770.000000,1314.306641
1,4,24,11,3,22501.687500,23816.017578,1314.330078
1,4,24,12,2,23816.064453,25126.419922,1310.355469
1,4,24,13,3,23816.064453,25126.419922,1310.355469
1,4,24,14,3,23816.064453,25126.419922,1310.355469
1,4,24,15,3,23816.064453,25126.421875,1310.357422
1,4,24,16,2,23816.066406,25126.421875,1310.355469
1,4,24,17,2,23816.066406,25126.421875,1310.355469
1,4,24,18,1,23770.042969,25080.373047,1310.330078
1,4,24,19,1,23770.042969,25080.373047,1310.330078
1,4,24,20,0,23770.042969,25080.375000,1310.332031
1,4,24,21,0,23770.044922,25080.375000,1310.330078
1,4,24,22,0,23770.044922,25080.375000,1310.330078
1,4,24,23,1,23770.044922,25080.375000,1310.330078
2,2,12,0,0,22541.523438,23418.625000,877.101562
2,2,12,1,1,22541.523438,23418.625000,877.101562
2,2,12,2,0,22541.523438,23418.625000,877.101562
2,2,12,3,1,22541.523438,23418.625000,877.101562
2,2,12,4,0,22541.523438,23418.625000,877.101562
2,2,12,5,1,22541.523438,23418.625000,877.101562
2,2,12,6,0,23418.673828,24294.537109,875.863281
2,2,12,7,0,23418.673828,24294.537109,875.863281
2,2,12,8,1,23418.673828,24294.537109,875.863281
2,2,12,9,0,23418.673828,24294.537109,875.863281
2,2,12,10,1,23418.673828,24294.537109,875.863281
2,2,12,11,1,23418.675781,24294.537109,875.861328
3,4,24,0,0,22455.933594,23113.337891,657.404297
3,4,24,1,2,22501.927734,23159.337891,657.410156
3,4,24,2,1,22455.933594,23113.337891,657.404297
3,4,24,3,3,22501.927734,23159.337891,657.410156
3,4,24,4,0,22455.933594,23113.337891,657.404297
3,4,24,5,2,22501.927734,23159.337891,657.410156
3,4,24,6,1,22455.933594,23113.337891,657.404297
3,4,24,7,3,22501.927734,23159.337891,657.410156
3,4,24,8,0,22455.933594,23113.337891,657.404297
3,4,24,9,2,22501.927734,23159.337891,657.410156
3,4,24,10,1,22455.933594,23113.337891,657.404297
3,4,24,11,3,22501.927734,23159.337891,657.410156
3,4,24,12,3,23159.382812,23816.371094,656.988281
3,4,24,13,2,23159.382812,23816.371094,656.988281
3,4,24,14,3,23159.382812,23816.371094,656.988281
3,4,24,15,2,23159.382812,23816.371094,656.988281
3,4,24,16,2,23159.382812,23816.371094,656.988281
3,4,24,17,3,23159.384766,23816.373047,656.988281
3,4,24,18,1,23113.376953,23770.345703,656.968750
3,4,24,19,0,23113.380859,23770.349609,656.968750
3,4,24,20,1,23113.380859,23770.349609,656.968750
3,4,24,21,0,23113.380859,23770.349609,656.968750
3,4,24,22,1,23113.380859,23770.349609,656.968750
3,4,24,23,0,23113.382812,23770.351562,656.968750
