No.5/6 | 1:   l2_tex_hit_rate      L2 Cache Hit Rate      99.42%      99.42%      99.42%
No.5/6 | 2:   l2_tex_hit_rate      L2 Cache Hit Rate      99.44%      99.44%      99.44%
No.5/6 | 3:   l2_tex_hit_rate      L2 Cache Hit Rate      99.37%      99.37%      99.37%
No.5/6 | 4:   l2_tex_hit_rate      L2 Cache Hit Rate      99.43%      99.43%      99.43%
No.5/6 | 5:   l2_tex_hit_rate      L2 Cache Hit Rate      98.99%      98.99%      98.99%
No.5/6 | 6:   l2_tex_hit_rate      L2 Cache Hit Rate      99.36%      99.36%      99.36%
No.5/6 | 7:   l2_tex_hit_rate      L2 Cache Hit Rate      99.42%      99.42%      99.42%
No.5/6 | 8:   l2_tex_hit_rate      L2 Cache Hit Rate      99.41%      99.41%      99.41%
No.5/6 | 9:   l2_tex_hit_rate      L2 Cache Hit Rate      99.42%      99.42%      99.42%
No.5/6 | 10:   l2_tex_hit_rate      L2 Cache Hit Rate      99.44%      99.44%      99.44%
No.5/6 | 11:   l2_tex_hit_rate      L2 Cache Hit Rate      99.43%      99.43%      99.43%
No.5/6 | 12:   l2_tex_hit_rate      L2 Cache Hit Rate      99.02%      99.02%      99.02%
No.5/6 | 13:   l2_tex_hit_rate      L2 Cache Hit Rate      99.43%      99.43%      99.43%
No.5/6 | 14:   l2_tex_hit_rate      L2 Cache Hit Rate      99.45%      99.45%      99.45%
No.5/6 | 15:   l2_tex_hit_rate      L2 Cache Hit Rate      99.21%      99.21%      99.21%
No.5/6 | 16:   l2_tex_hit_rate      L2 Cache Hit Rate      99.42%      99.42%      99.42%
No.5/6 | 17:   l2_tex_hit_rate      L2 Cache Hit Rate      99.37%      99.37%      99.37%
No.5/6 | 18:   l2_tex_hit_rate      L2 Cache Hit Rate      99.37%      99.37%      99.37%
No.5/6 | 19:   l2_tex_hit_rate      L2 Cache Hit Rate      99.44%      99.44%      99.44%
No.5/6 | 20:   l2_tex_hit_rate      L2 Cache Hit Rate      99.42%      99.42%      99.42%
No.5/6 | 21:   l2_tex_hit_rate      L2 Cache Hit Rate      99.44%      99.44%      99.44%
No.5/6 | 22:   l2_tex_hit_rate      L2 Cache Hit Rate      99.38%      99.38%      99.38%
No.5/6 | 23:   l2_tex_hit_rate      L2 Cache Hit Rate      99.43%      99.43%      99.43%
No.5/6 | 24:   l2_tex_hit_rate      L2 Cache Hit Rate      99.41%      99.41%      99.41%
No.5/6 | 25:   l2_tex_hit_rate      L2 Cache Hit Rate      99.43%      99.43%      99.43%
No.5/6 | 26:   l2_tex_hit_rate      L2 Cache Hit Rate      99.22%      99.22%      99.22%
No.5/6 | 27:   l2_tex_hit_rate      L2 Cache Hit Rate      99.45%      99.45%      99.45%
No.5/6 | 28:   l2_tex_hit_rate      L2 Cache Hit Rate      99.36%      99.36%      99.36%
No.5/6 | 29:   l2_tex_hit_rate      L2 Cache Hit Rate      99.21%      99.21%      99.21%
