No.3/6 | 1:   l2_tex_hit_rate      L2 Cache Hit Rate      99.49%      99.49%      99.49%
No.3/6 | 2:   l2_tex_hit_rate      L2 Cache Hit Rate      99.50%      99.50%      99.50%
No.3/6 | 3:   l2_tex_hit_rate      L2 Cache Hit Rate      99.52%      99.52%      99.52%
No.3/6 | 4:   l2_tex_hit_rate      L2 Cache Hit Rate      99.45%      99.45%      99.45%
No.3/6 | 5:   l2_tex_hit_rate      L2 Cache Hit Rate      99.45%      99.45%      99.45%
No.3/6 | 6:   l2_tex_hit_rate      L2 Cache Hit Rate      99.49%      99.49%      99.49%
No.3/6 | 7:   l2_tex_hit_rate      L2 Cache Hit Rate      99.48%      99.48%      99.48%
No.3/6 | 8:   l2_tex_hit_rate      L2 Cache Hit Rate      99.47%      99.47%      99.47%
No.3/6 | 9:   l2_tex_hit_rate      L2 Cache Hit Rate      99.45%      99.45%      99.45%
No.3/6 | 10:   l2_tex_hit_rate      L2 Cache Hit Rate      99.50%      99.50%      99.50%
No.3/6 | 11:   l2_tex_hit_rate      L2 Cache Hit Rate      99.49%      99.49%      99.49%
No.3/6 | 12:   l2_tex_hit_rate      L2 Cache Hit Rate      99.51%      99.51%      99.51%
No.3/6 | 13:   l2_tex_hit_rate      L2 Cache Hit Rate      99.48%      99.48%      99.48%
No.3/6 | 14:   l2_tex_hit_rate      L2 Cache Hit Rate      99.50%      99.50%      99.50%
No.3/6 | 15:   l2_tex_hit_rate      L2 Cache Hit Rate      99.49%      99.49%      99.49%
No.3/6 | 16:   l2_tex_hit_rate      L2 Cache Hit Rate      99.46%      99.46%      99.46%
No.3/6 | 17:   l2_tex_hit_rate      L2 Cache Hit Rate      99.50%      99.50%      99.50%
No.3/6 | 18:   l2_tex_hit_rate      L2 Cache Hit Rate      99.45%      99.45%      99.45%
No.3/6 | 19:   l2_tex_hit_rate      L2 Cache Hit Rate      99.50%      99.50%      99.50%
No.3/6 | 20:   l2_tex_hit_rate      L2 Cache Hit Rate      99.46%      99.46%      99.46%
