Index,Exec_time,stride
1336,470,8
1344,468,8
1352,470,8
1360,480,8
1368,480,8
1376,469,8
1384,486,8
1392,470,8
1400,471,8
1408,471,8
1416,470,8
1424,470,8
1432,568,8
1440,469,8
1448,470,8
1456,484,8
1464,487,8
1472,472,8
1480,480,8
1488,496,8
1496,469,8
1504,470,8
1512,473,8
1520,470,8
1528,471,8
1536,470,8
1544,503,8
1552,611,8
1560,510,8
1568,506,8
1576,502,8
1584,532,8
1592,488,8
1600,517,8
1608,510,8
1616,512,8
1624,512,8
1632,509,8
1640,510,8
1648,513,8
1656,511,8
1664,509,8
1672,505,8
1680,520,8
1688,504,8
1696,504,8
1704,505,8
1712,507,8
1720,503,8
1728,530,8
1736,510,8
1744,510,8
1752,511,8
1760,512,8
1768,538,8
1776,516,8
1784,512,8
1792,508,8
1800,572,8
1808,501,8
1816,488,8
1824,487,8
1832,486,8
1840,490,8
1848,486,8
1856,601,8
1864,479,8
1872,491,8
1880,480,8
1888,479,8
1896,506,8
1904,489,8
1912,477,8
1920,483,8
1928,467,8
1936,496,8
1944,498,8
1952,467,8
1960,509,8
1968,498,8
1976,504,8
1984,579,8
1992,617,8
2000,480,8
2008,480,8
2016,486,8
2024,480,8
2032,460,8
2040,479,8
2048,479,8
2056,508,8
2064,488,8
2072,608,8
2080,508,8
2088,523,8
2096,515,8
2104,508,8
2112,518,8
2120,509,8
2128,508,8
2136,522,8
2144,508,8
2152,538,8
2160,516,8
2168,521,8
2176,507,8
2184,489,8
2192,504,8
2200,507,8
2208,506,8
2216,518,8
2224,583,8
2232,507,8
2240,509,8
2248,624,8
2256,508,8
2264,489,8
2272,515,8
2280,524,8
2288,512,8
2296,508,8
2304,507,8
2312,465,8
2320,497,8
2328,503,8
2336,508,8
2344,499,8
2352,485,8
2360,483,8
2368,495,8
2376,501,8
2384,480,8
2392,480,8
2400,483,8
2408,628,8
2416,484,8
2424,482,8
2432,480,8
2440,483,8
2448,495,8
2456,508,8
2464,484,8
2472,483,8
2480,516,8
2488,485,8
2496,569,8
2504,583,8
2512,480,8
2520,483,8
2528,484,8
2536,479,8
2544,484,8
2552,482,8
2560,483,8
2568,486,8
2576,468,8
2584,466,8
2592,465,8
2600,464,8
2608,486,8
2616,446,8
2624,466,8
2632,484,8
2640,478,8
2648,460,8
2656,504,8
2664,489,8
2672,475,8
2680,574,8
2688,479,8
2696,467,8
2704,730,8
2712,485,8
2720,527,8
2728,578,8
2736,465,8
2744,494,8
2752,485,8
2760,478,8
2768,477,8
2776,461,8
2784,489,8
2792,479,8
2800,480,8
2808,475,8
2816,474,8
2824,630,8
2832,511,8
2840,511,8
2848,506,8
2856,509,8
2864,511,8
2872,509,8
2880,522,8
2888,507,8
2896,773,8
2904,508,8
2912,508,8
2920,509,8
2928,504,8
2936,509,8
2944,672,8
2952,488,8
2960,517,8
2968,551,8
2976,512,8
2984,510,8
2992,596,8
3000,528,8
3008,489,8
3016,624,8
3024,507,8
3032,509,8
3040,505,8
3048,517,8
3056,507,8
3064,516,8
3072,508,8
3080,479,8
3088,474,8
3096,475,8
3104,476,8
3112,473,8
3120,474,8
3128,484,8
3136,473,8
3144,566,8
3152,472,8
3160,473,8
3168,471,8
3176,468,8
3184,470,8
3192,469,8
3200,600,8
3208,482,8
3216,475,8
3224,514,8
3232,474,8
3240,470,8
3248,478,8
3256,481,8
3264,474,8
3272,469,8
3280,494,8
3288,471,8
3296,452,8
3304,470,8
3312,471,8
3320,476,8
3328,451,8
3336,508,8
3344,467,8
3352,517,8
3360,493,8
3368,586,8
3376,526,8
3384,488,8
3392,486,8
3400,489,8
3408,488,8
3416,485,8
3424,497,8
3432,493,8
3440,508,8
3448,493,8
3456,504,8
3464,485,8
3472,567,8
3480,573,8
3488,485,8
3496,501,8
3504,486,8
3512,486,8
3520,489,8
3528,487,8
3536,487,8
3544,488,8
3552,467,8
3560,543,8
3568,487,8
3576,587,8
3584,535,8
3592,499,8
3600,518,8
3608,520,8
3616,520,8
3624,529,8
3632,531,8
3640,519,8
3648,530,8
3656,525,8
3664,512,8
3672,513,8
3680,513,8
3688,518,8
3696,573,8
3704,511,8
3712,498,8
3720,618,8
3728,532,8
3736,519,8
3744,597,8
3752,524,8
3760,534,8
3768,581,8
3776,524,8
3784,531,8
3792,673,8
3800,509,8
3808,512,8
3816,526,8
3824,530,8
3832,512,8
3840,601,8
3848,474,8
3856,475,8
3864,485,8
3872,497,8
3880,471,8
3888,471,8
3896,475,8
3904,473,8
3912,490,8
3920,472,8
3928,481,8
3936,495,8
3944,546,8
3952,471,8
3960,453,8
3968,480,8
3976,484,8
3984,492,8
3992,473,8
4000,475,8
4008,473,8
4016,475,8
4024,473,8
4032,473,8
4040,480,8
4048,453,8
4056,505,8
4064,472,8
4072,470,8
4080,536,8
4088,473,8
4096,472,8
4104,521,8
4112,523,8
4120,539,8
4128,540,8
4136,522,8
4144,522,8
4152,522,8
4160,523,8
4168,522,8
4176,517,8
4184,531,8
4192,518,8
4200,525,8
4208,533,8
4216,515,8
4224,494,8
4232,556,8
4240,523,8
4248,522,8
4256,537,8
4264,520,8
4272,519,8
4280,520,8
4288,551,8
4296,514,8
4304,515,8
4312,606,8
4320,514,8
4328,535,8
4336,628,8
4344,516,8
4352,517,8
4360,476,8
4368,471,8
4376,450,8
4384,570,8
4392,470,8
4400,452,8
4408,485,8
4416,449,8
4424,474,8
4432,473,8
4440,482,8
4448,473,8
4456,471,8
4464,472,8
4472,475,8
4480,474,8
4488,467,8
4496,474,8
4504,469,8
4512,471,8
4520,474,8
4528,469,8
4536,493,8
4544,470,8
4552,483,8
4560,473,8
4568,454,8
4576,559,8
4584,471,8
4592,474,8
4600,489,8
4608,474,8
4616,530,8
4624,487,8
4632,488,8
4640,499,8
4648,503,8
4656,497,8
4664,484,8
4672,483,8
4680,500,8
4688,510,8
4696,491,8
4704,487,8
4712,480,8
4720,481,8
4728,566,8
4736,482,8
4744,498,8
4752,501,8
4760,490,8
4768,487,8
4776,486,8
4784,486,8
4792,494,8
4800,554,8
4808,480,8
4816,484,8
4824,481,8
4832,479,8
4840,482,8
4848,484,8
4856,481,8
4864,488,8
4872,513,8
4880,514,8
4888,509,8
4896,514,8
4904,510,8
4912,490,8
4920,511,8
4928,516,8
4936,522,8
4944,555,8
4952,522,8
4960,519,8
4968,533,8
4976,527,8
4984,521,8
4992,591,8
5000,514,8
5008,516,8
5016,629,8
5024,509,8
5032,513,8
5040,587,8
5048,529,8
5056,519,8
5064,600,8
5072,529,8
5080,521,8
5088,620,8
5096,527,8
5104,535,8
5112,551,8
5120,523,8
5128,462,8
5136,501,8
5144,503,8
5152,484,8
5160,562,8
5168,483,8
5176,483,8
5184,482,8
5192,484,8
5200,485,8
5208,474,8
5216,484,8
5224,482,8
5232,490,8
5240,556,8
5248,484,8
5256,483,8
5264,705,8
5272,616,8
5280,483,8
5288,495,8
5296,482,8
5304,466,8
5312,484,8
5320,482,8
5328,483,8
5336,495,8
5344,485,8
5352,483,8
5360,510,8
5368,531,8
5376,500,8
5384,546,8
5392,494,8
5400,468,8
5408,472,8
5416,475,8
5424,472,8
5432,470,8
5440,471,8
5448,481,8
5456,487,8
5464,496,8
5472,475,8
5480,477,8
5488,477,8
5496,478,8
5504,495,8
5512,470,8
5520,492,8
5528,472,8
5536,474,8
5544,691,8
5552,473,8
5560,495,8
5568,471,8
5576,485,8
5584,477,8
5592,457,8
5600,478,8
5608,477,8
5616,476,8
5624,478,8
5632,481,8
5640,515,8
5648,510,8
5656,487,8
5664,550,8
5672,508,8
5680,510,8
5688,506,8
5696,515,8
5704,491,8
5712,517,8
5720,505,8
5728,531,8
5736,488,8
5744,505,8
5752,504,8
5760,509,8
5768,508,8
5776,660,8
5784,488,8
5792,525,8
5800,507,8
5808,500,8
5816,538,8
5824,504,8
5832,644,8
5840,516,8
5848,506,8
5856,504,8
5864,605,8
5872,506,8
5880,489,8
5888,504,8
5896,483,8
5904,492,8
5912,583,8
5920,480,8
5928,480,8
5936,479,8
5944,480,8
5952,479,8
5960,471,8
5968,488,8
5976,502,8
5984,466,8
5992,586,8
6000,489,8
6008,488,8
6016,488,8
6024,485,8
6032,520,8
6040,461,8
6048,478,8
6056,492,8
6064,464,8
6072,519,8
6080,479,8
6088,486,8
6096,489,8
6104,487,8
6112,485,8
6120,467,8
6128,470,8
6136,469,8
6144,468,8
6152,487,8
6160,559,8
6168,506,8
6176,487,8
6184,505,8
6192,506,8
6200,488,8
6208,504,8
6216,509,8
6224,496,8
6232,509,8
6240,508,8
6248,509,8
6256,490,8
6264,532,8
6272,509,8
6280,486,8
6288,506,8
6296,525,8
6304,485,8
6312,515,8
6320,505,8
6328,488,8
6336,520,8
6344,508,8
6352,490,8
6360,494,8
6368,489,8
6376,488,8
6384,488,8
6392,507,8
6400,509,8
6408,461,8
6416,472,8
6424,483,8
6432,464,8
6440,484,8
6448,485,8
6456,463,8
6464,462,8
6472,557,8
6480,480,8
6488,462,8
6496,479,8
6504,486,8
6512,460,8
6520,480,8
6528,478,8
6536,482,8
6544,465,8
6552,482,8
6560,481,8
6568,461,8
6576,482,8
6584,491,8
6592,464,8
6600,461,8
6608,557,8
6616,477,8
6624,459,8
6632,480,8
6640,493,8
6648,462,8
6656,481,8
6664,454,8
6672,455,8
6680,475,8
6688,476,8
6696,454,8
6704,532,8
6712,455,8
6720,456,8
6728,473,8
6736,476,8
6744,479,8
6752,453,8
6760,487,8
6768,474,8
6776,457,8
6784,475,8
6792,475,8
6800,477,8
6808,456,8
6816,474,8
6824,474,8
6832,457,8
6840,477,8
6848,474,8
6856,475,8
6864,455,8
6872,477,8
6880,473,8
6888,455,8
6896,474,8
6904,480,8
6912,473,8
6920,510,8
6928,493,8
6936,592,8
6944,530,8
6952,495,8
6960,625,8
6968,494,8
6976,493,8
6984,504,8
6992,505,8
7000,486,8
7008,489,8
7016,506,8
7024,504,8
7032,484,8
7040,512,8
7048,513,8
7056,494,8
7064,537,8
7072,526,8
7080,493,8
7088,620,8
7096,510,8
7104,490,8
7112,504,8
7120,505,8
7128,485,8
7136,485,8
7144,503,8
7152,505,8
7160,485,8
7168,518,8
7176,470,8
7184,452,8
7192,483,8
7200,469,8
7208,451,8
7216,471,8
7224,471,8
7232,471,8
7240,499,8
7248,493,8
7256,477,8
7264,457,8
7272,553,8
7280,477,8
7288,457,8
7296,491,8
7304,451,8
7312,453,8
7320,454,8
7328,487,8
7336,467,8
7344,450,8
7352,467,8
7360,469,8
7368,476,8
7376,458,8
7384,474,8
7392,475,8
7400,457,8
7408,476,8
7416,475,8
7424,473,8
7432,487,8
7440,489,8
7448,466,8
7456,504,8
7464,488,8
7472,471,8
7480,487,8
7488,487,8
7496,480,8
7504,463,8
7512,478,8
7520,491,8
7528,461,8
7536,585,8
7544,477,8
7552,459,8
7560,488,8
7568,485,8
7576,485,8
7584,469,8
7592,470,8
7600,468,8
7608,468,8
7616,486,8
7624,477,8
7632,492,8
7640,504,8
7648,498,8
7656,478,8
7664,459,8
7672,482,8
7680,480,8
7688,519,8
7696,518,8
7704,502,8
7712,519,8
7720,525,8
7728,496,8
7736,519,8
7744,520,8
7752,500,8
7760,586,8
7768,528,8
7776,502,8
7784,612,8
7792,530,8
7800,497,8
7808,612,8
7816,518,8
7824,501,8
7832,632,8
7840,499,8
7848,498,8
7856,625,8
7864,528,8
7872,501,8
7880,611,8
7888,530,8
7896,500,8
7904,611,8
7912,526,8
7920,500,8
7928,612,8
7936,529,8
7944,452,8
7952,474,8
7960,472,8
7968,453,8
7976,484,8
7984,471,8
7992,473,8
8000,455,8
8008,475,8
8016,473,8
8024,456,8
8032,474,8
8040,477,8
8048,471,8
8056,453,8
8064,473,8
8072,473,8
8080,457,8
8088,590,8
8096,472,8
8104,455,8
8112,464,8
8120,474,8
8128,477,8
8136,454,8
8144,486,8
8152,473,8
8160,452,8
8168,708,8
8176,455,8
8184,454,8
8192,466,8
8200,479,8
8208,457,8
8216,470,8
8224,474,8
8232,458,8
8240,481,8
8248,472,8
8256,475,8
8264,450,8
8272,487,8
8280,467,8
8288,452,8
8296,470,8
8304,470,8
8312,463,8
8320,452,8
8328,474,8
8336,475,8
8344,456,8
8352,475,8
8360,473,8
8368,455,8
8376,455,8
8384,475,8
8392,470,8
8400,452,8
8408,467,8
8416,478,8
8424,451,8
8432,452,8
8440,477,8
8448,469,8
8456,505,8
8464,487,8
8472,486,8
8480,515,8
8488,507,8
8496,486,8
8504,514,8
8512,506,8
8520,490,8
8528,518,8
8536,606,8
8544,491,8
8552,509,8
8560,508,8
8568,491,8
8576,508,8
8584,521,8
8592,508,8
8600,486,8
8608,519,8
8616,505,8
8624,485,8
8632,517,8
8640,505,8
8648,490,8
8656,515,8
8664,605,8
8672,490,8
8680,508,8
8688,507,8
8696,488,8
8704,729,8
8712,486,8
8720,462,8
8728,484,8
8736,545,8
8744,461,8
8752,631,8
8760,460,8
8768,458,8
8776,483,8
8784,485,8
8792,484,8
8800,462,8
8808,497,8
8816,483,8
8824,467,8
8832,495,8
8840,485,8
8848,461,8
8856,460,8
8864,477,8
8872,486,8
8880,460,8
8888,480,8
8896,478,8
8904,463,8
8912,464,8
8920,481,8
8928,499,8
8936,465,8
8944,483,8
8952,541,8
8960,463,8
8968,580,8
8976,457,8
8984,472,8
8992,476,8
9000,474,8
9008,457,8
9016,474,8
9024,476,8
9032,455,8
9040,598,8
9048,456,8
9056,455,8
9064,451,8
9072,474,8
9080,474,8
9088,455,8
9096,473,8
9104,575,8
9112,453,8
9120,473,8
9128,479,8
9136,480,8
9144,453,8
9152,473,8
9160,474,8
9168,455,8
9176,481,8
9184,472,8
9192,476,8
9200,457,8
9208,477,8
9216,474,8
9224,519,8
9232,503,8
9240,501,8
9248,520,8
9256,521,8
9264,499,8
9272,520,8
9280,521,8
9288,493,8
9296,502,8
9304,493,8
9312,493,8
9320,511,8
9328,512,8
9336,494,8
9344,512,8
9352,520,8
9360,534,8
9368,503,8
9376,520,8
9384,521,8
9392,503,8
9400,530,8
9408,521,8
9416,493,8
9424,509,8
9432,522,8
9440,512,8
9448,522,8
9456,608,8
9464,495,8
9472,512,8
9480,476,8
9488,454,8
9496,489,8
9504,467,8
9512,450,8
9520,452,8
9528,471,8
9536,475,8
9544,456,8
9552,486,8
9560,478,8
9568,458,8
9576,460,8
9584,489,8
9592,476,8
9600,456,8
9608,468,8
9616,571,8
9624,451,8
9632,625,8
9640,453,8
9648,451,8
9656,452,8
9664,478,8
9672,474,8
9680,457,8
9688,475,8
9696,581,8
9704,457,8
9712,476,8
9720,476,8
9728,504,8
9736,490,8
9744,543,8
9752,460,8
9760,480,8
9768,478,8
9776,460,8
9784,479,8
9792,495,8
9800,468,8
9808,468,8
9816,487,8
9824,488,8
9832,467,8
9840,486,8
9848,487,8
9856,468,8
9864,496,8
9872,481,8
9880,500,8
9888,461,8
9896,480,8
9904,480,8
9912,457,8
9920,578,8
9928,469,8
9936,466,8
9944,486,8
9952,486,8
9960,541,8
9968,465,8
9976,498,8
9984,504,8
9992,518,8
10000,499,8
10008,517,8
10016,518,8
10024,543,8
10032,501,8
10040,520,8
10048,594,8
10056,499,8
10064,532,8
10072,610,8
10080,500,8
10088,530,8
10096,614,8
10104,502,8
10112,528,8
10120,596,8
10128,501,8
10136,532,8
10144,610,8
10152,499,8
10160,523,8
10168,508,8
10176,501,8
10184,518,8
10192,520,8
10200,500,8
10208,520,8
10216,531,8
10224,497,8
10232,517,8
10240,516,8
10248,499,8
10256,485,8
10264,463,8
10272,499,8
10280,482,8
10288,463,8
10296,462,8
10304,482,8
10312,494,8
10320,468,8
10328,485,8
10336,596,8
10344,468,8
10352,496,8
10360,483,8
10368,465,8
10376,465,8
10384,483,8
10392,481,8
10400,461,8
10408,482,8
10416,600,8
10424,467,8
10432,498,8
10440,483,8
10448,465,8
10456,465,8
10464,483,8
10472,488,8
10480,465,8
10488,524,8
10496,466,8
10504,517,8
10512,522,8
10520,502,8
10528,520,8
10536,525,8
10544,504,8
10552,522,8
10560,524,8
10568,497,8
10576,530,8
10584,608,8
10592,495,8
10600,515,8
10608,512,8
10616,497,8
10624,523,8
10632,522,8
10640,502,8
10648,503,8
10656,523,8
10664,521,8
10672,504,8
10680,521,8
10688,522,8
10696,496,8
10704,533,8
10712,513,8
10720,495,8
10728,559,8
10736,495,8
10744,496,8
10752,528,8
10760,474,8
10768,454,8
10776,582,8
10784,455,8
10792,454,8
10800,469,8
10808,472,8
10816,483,8
10824,453,8
10832,484,8
10840,546,8
10848,452,8
10856,470,8
10864,478,8
10872,471,8
10880,453,8
10888,473,8
10896,474,8
10904,454,8
10912,487,8
10920,473,8
10928,470,8
10936,454,8
10944,483,8
10952,470,8
10960,450,8
10968,469,8
10976,487,8
10984,452,8
10992,452,8
11000,473,8
11008,471,8
11016,483,8
11024,527,8
11032,466,8
11040,502,8
11048,501,8
11056,467,8
11064,466,8
11072,467,8
11080,467,8
11088,462,8
11096,494,8
11104,484,8
11112,465,8
11120,461,8
11128,483,8
11136,494,8
11144,467,8
11152,484,8
11160,519,8
11168,465,8
11176,502,8
11184,502,8
11192,464,8
11200,464,8
11208,483,8
11216,484,8
11224,462,8
11232,482,8
11240,591,8
11248,466,8
11256,480,8
11264,483,8
11272,503,8
11280,506,8
11288,486,8
11296,506,8
11304,597,8
11312,486,8
11320,603,8
11328,486,8
11336,493,8
11344,511,8
11352,512,8
11360,490,8
11368,492,8
11376,512,8
11384,512,8
11392,491,8
11400,521,8
11408,507,8
11416,488,8
11424,515,8
11432,540,8
11440,487,8
11448,505,8
11456,503,8
11464,493,8
11472,510,8
11480,508,8
11488,512,8
11496,491,8
11504,510,8
11512,511,8
11520,493,8
11528,481,8
11536,483,8
11544,464,8
11552,482,8
11560,519,8
11568,464,8
11576,484,8
11584,481,8
11592,480,8
11600,465,8
11608,485,8
11616,491,8
11624,465,8
11632,482,8
11640,482,8
11648,465,8
11656,476,8
11664,463,8
11672,463,8
11680,465,8
11688,491,8
11696,544,8
11704,464,8
11712,500,8
11720,502,8
11728,465,8
11736,467,8
11744,483,8
11752,487,8
11760,465,8
11768,483,8
11776,581,8
11784,477,8
11792,478,8
11800,460,8
11808,471,8
11816,476,8
11824,569,8
11832,459,8
11840,479,8
11848,470,8
11856,451,8
11864,478,8
11872,470,8
11880,473,8
11888,453,8
11896,483,8
11904,470,8
11912,459,8
11920,477,8
11928,477,8
11936,460,8
11944,458,8
11952,458,8
11960,458,8
11968,460,8
11976,469,8
11984,485,8
11992,451,8
12000,453,8
12008,472,8
12016,472,8
12024,453,8
12032,471,8
12040,488,8
12048,517,8
12056,510,8
12064,490,8
12072,507,8
12080,508,8
12088,489,8
12096,515,8
12104,503,8
12112,488,8
12120,500,8
12128,517,8
12136,544,8
12144,487,8
12152,504,8
12160,503,8
12168,489,8
12176,509,8
12184,508,8
12192,488,8
12200,600,8
12208,490,8
12216,490,8
12224,508,8
12232,506,8
12240,485,8
12248,485,8
12256,510,8
12264,609,8
12272,488,8
12280,503,8
12288,505,8
12296,472,8
12304,474,8
12312,452,8
12320,480,8
12328,480,8
12336,457,8
12344,473,8
12352,475,8
12360,466,8
12368,447,8
12376,465,8
12384,471,8
12392,448,8
12400,465,8
12408,467,8
12416,467,8
12424,454,8
12432,475,8
12440,472,8
12448,457,8
12456,474,8
12464,476,8
12472,470,8
12480,454,8
12488,466,8
12496,484,8
12504,448,8
12512,467,8
12520,468,8
12528,468,8
12536,445,8
12544,448,8
12552,509,8
12560,509,8
12568,527,8
12576,491,8
12584,513,8
12592,508,8
12600,487,8
12608,514,8
12616,509,8
12624,489,8
12632,512,8
12640,608,8
12648,491,8
12656,507,8
12664,509,8
12672,490,8
12680,509,8
12688,528,8
12696,509,8
12704,490,8
12712,510,8
12720,506,8
12728,489,8
12736,520,8
12744,506,8
12752,491,8
12760,510,8
12768,610,8
12776,490,8
12784,588,8
12792,490,8
12800,492,8
12808,483,8
12816,511,8
12824,463,8
12832,627,8
12840,465,8
12848,463,8
12856,482,8
12864,481,8
12872,486,8
12880,466,8
12888,487,8
12896,481,8
12904,466,8
12912,496,8
12920,484,8
12928,462,8
12936,464,8
12944,484,8
12952,483,8
12960,462,8
12968,483,8
12976,483,8
12984,465,8
12992,474,8
13000,483,8
13008,485,8
13016,466,8
13024,482,8
13032,520,8
13040,467,8
13048,498,8
13056,485,8
13064,467,8
13072,468,8
13080,465,8
13088,446,8
13096,467,8
13104,543,8
13112,445,8
13120,625,8
13128,459,8
13136,461,8
13144,470,8
13152,478,8
13160,478,8
13168,459,8
13176,479,8
13184,546,8
13192,448,8
13200,468,8
13208,466,8
13216,468,8
13224,447,8
13232,466,8
13240,473,8
13248,449,8
13256,477,8
13264,482,8
13272,483,8
13280,460,8
13288,477,8
13296,478,8
13304,457,8
13312,477,8
13320,497,8
13328,520,8
13336,513,8
13344,497,8
13352,515,8
13360,526,8
13368,496,8
13376,587,8
13384,497,8
13392,493,8
13400,515,8
13408,527,8
13416,497,8
13424,507,8
13432,513,8
13440,514,8
13448,498,8
13456,517,8
13464,526,8
13472,495,8
13480,516,8
13488,517,8
13496,496,8
13504,515,8
13512,586,8
13520,497,8
13528,515,8
13536,630,8
13544,498,8
13552,514,8
13560,630,8
13568,496,8
13576,487,8
13584,473,8
13592,454,8
13600,475,8
13608,481,8
13616,454,8
13624,454,8
13632,473,8
13640,468,8
13648,450,8
13656,469,8
13664,486,8
13672,452,8
13680,452,8
13688,471,8
13696,468,8
13704,454,8
13712,558,8
13720,453,8
13728,453,8
13736,453,8
13744,477,8
13752,475,8
13760,455,8
13768,469,8
13776,584,8
13784,451,8
13792,469,8
13800,484,8
13808,471,8
13816,450,8
13824,472,8
13832,468,8
13840,487,8
13848,487,8
13856,470,8
13864,487,8
13872,483,8
13880,535,8
13888,470,8
13896,491,8
13904,502,8
13912,464,8
13920,486,8
13928,496,8
13936,467,8
13944,478,8
13952,502,8
13960,529,8
13968,468,8
13976,500,8
13984,502,8
13992,470,8
14000,518,8
14008,468,8
14016,469,8
14024,486,8
14032,486,8
14040,535,8
14048,466,8
14056,499,8
14064,502,8
14072,466,8
14080,484,8
14088,500,8
14096,519,8
14104,607,8
14112,497,8
14120,533,8
14128,607,8
14136,500,8
14144,530,8
14152,603,8
14160,493,8
14168,512,8
14176,511,8
14184,491,8
14192,510,8
14200,527,8
14208,493,8
14216,517,8
14224,518,8
14232,498,8
14240,671,8
14248,501,8
14256,500,8
14264,518,8
14272,516,8
14280,490,8
14288,512,8
14296,511,8
14304,516,8
14312,492,8
14320,511,8
14328,513,8
14336,494,8
14344,499,8
14352,468,8
14360,485,8
14368,490,8
14376,465,8
14384,484,8
14392,600,8
14400,466,8
14408,504,8
14416,502,8
14424,469,8
14432,470,8
14440,486,8
14448,486,8
14456,469,8
14464,488,8
14472,549,8
14480,465,8
14488,502,8
14496,503,8
14504,466,8
14512,465,8
14520,485,8
14528,485,8
14536,469,8
14544,486,8
14552,583,8
14560,467,8
14568,611,8
14576,467,8
14584,468,8
14592,486,8
14600,499,8
14608,519,8
14616,519,8
14624,500,8
14632,530,8
14640,611,8
14648,502,8
14656,532,8
14664,604,8
14672,496,8
14680,514,8
14688,512,8
14696,494,8
14704,523,8
14712,516,8
14720,498,8
14728,500,8
14736,517,8
14744,517,8
14752,499,8
14760,531,8
14768,518,8
14776,499,8
14784,518,8
14792,515,8
14800,496,8
14808,598,8
14816,497,8
14824,496,8
14832,520,8
14840,512,8
14848,497,8
14856,491,8
14864,451,8
14872,469,8
14880,467,8
14888,471,8
14896,482,8
14904,450,8
14912,469,8
14920,570,8
14928,456,8
14936,476,8
14944,477,8
14952,475,8
14960,456,8
14968,477,8
14976,478,8
14984,450,8
14992,468,8
15000,470,8
15008,469,8
15016,452,8
15024,482,8
15032,471,8
15040,451,8
15048,476,8
15056,490,8
15064,459,8
15072,457,8
15080,474,8
15088,489,8
15096,458,8
15104,482,8
15112,470,8
15120,487,8
15128,490,8
15136,505,8
15144,467,8
15152,470,8
15160,482,8
15168,468,8
15176,483,8
15184,480,8
15192,461,8
15200,460,8
15208,484,8
15216,477,8
15224,461,8
15232,480,8
15240,556,8
15248,468,8
15256,500,8
15264,503,8
15272,467,8
15280,468,8
15288,507,8
15296,503,8
15304,461,8
15312,479,8
15320,540,8
15328,462,8
15336,479,8
15344,479,8
15352,490,8
15360,461,8
15368,490,8
15376,511,8
15384,509,8
15392,491,8
15400,751,8
15408,491,8
15416,491,8
15424,505,8
15432,507,8
15440,509,8
15448,505,8
15456,514,8
15464,509,8
15472,488,8
15480,515,8
15488,507,8
15496,489,8
15504,508,8
15512,538,8
15520,490,8
15528,506,8
15536,507,8
15544,506,8
15552,506,8
15560,522,8
15568,520,8
15576,489,8
15584,507,8
15592,507,8
15600,489,8
15608,508,8
15616,509,8
15624,463,8
15632,480,8
15640,479,8
15648,462,8
15656,481,8
15664,480,8
15672,460,8
15680,461,8
15688,482,8
15696,485,8
15704,465,8
15712,483,8
15720,483,8
15728,461,8
15736,465,8
15744,465,8
15752,462,8
15760,460,8
15768,477,8
15776,575,8
15784,459,8
15792,478,8
15800,480,8
15808,493,8
15816,461,8
15824,481,8
15832,499,8
15840,462,8
15848,482,8
15856,481,8
15864,463,8
15872,480,8
15880,492,8
15888,453,8
15896,485,8
15904,471,8
15912,451,8
15920,468,8
15928,490,8
15936,454,8
15944,450,8
15952,475,8
15960,471,8
15968,452,8
15976,470,8
15984,486,8
15992,451,8
16000,452,8
16008,472,8
16016,488,8
16024,453,8
16032,537,8
16040,451,8
16048,448,8
16056,452,8
16064,482,8
16072,470,8
16080,452,8
16088,470,8
16096,487,8
16104,452,8
16112,451,8
